subscription_id,customer_id,platform,start_date,end_date,price,plan_type,status
1615,2373,Amazon Prime,10-04-2024,19-01-2026,499,Quarterly,Active
1616,5484,Zee5,05-10-2025,14-12-2025,149,Quarterly,Active
1617,1943,Netflix,11-11-2024,20-03-2026,99,Quarterly,Expired
1618,2347,SonyLIV,09-11-2025,20-03-2026,99,Quarterly,Expired
1619,2287,Zee5,14-05-2024,26-02-2026,149,Yearly,Active
1620,3536,Disney+ Hotstar,28-08-2024,13-05-2026,299,Yearly,Active
1621,2161,Zee5,19-01-2025,10-05-2026,149,Monthly,Expired
1622,577,Netflix,15-11-2025,16-04-2026,199,Quarterly,Active
1623,3811,Zee5,27-12-2023,01-02-2026,99,Monthly,Expired
1624,4640,Amazon Prime,07-04-2025,16-12-2025,99,Monthly,Active
1625,474,Netflix,19-09-2024,04-02-2026,199,Quarterly,Expired
1626,5866,Netflix,18-06-2024,16-03-2026,99,Quarterly,Active
1627,3294,Disney+ Hotstar,07-02-2024,21-05-2026,499,Monthly,Expired
1628,4372,SonyLIV,27-02-2024,25-01-2026,199,Monthly,Expired
1629,4154,Disney+ Hotstar,07-10-2025,21-04-2026,149,Quarterly,Expired
1630,5429,Netflix,31-12-2023,09-03-2026,99,Quarterly,Active
1631,4540,Disney+ Hotstar,03-01-2024,02-01-2026,199,Yearly,Expired
1632,1582,Zee5,14-06-2024,17-04-2026,149,Yearly,Expired
1633,2707,Zee5,31-03-2025,28-11-2025,199,Quarterly,Active
1634,5604,Zee5,29-06-2025,03-05-2026,199,Quarterly,Active
1635,4400,Disney+ Hotstar,30-12-2024,01-03-2026,299,Yearly,Expired
1636,2676,Disney+ Hotstar,13-04-2025,30-12-2025,149,Monthly,Expired
1637,3429,SonyLIV,31-05-2025,12-02-2026,149,Yearly,Active
1638,5823,Amazon Prime,13-09-2025,05-04-2026,199,Quarterly,Active
1639,3761,Zee5,05-02-2025,23-05-2026,149,Yearly,Active
1640,4918,Netflix,21-06-2024,08-03-2026,299,Yearly,Expired
1641,2399,Zee5,13-08-2025,22-02-2026,499,Quarterly,Expired
1642,3658,Amazon Prime,13-03-2025,24-12-2025,99,Yearly,Expired
1643,694,SonyLIV,26-02-2025,26-01-2026,499,Yearly,Active
1644,3439,Netflix,12-10-2024,26-03-2026,149,Quarterly,Expired
1645,505,Amazon Prime,16-04-2024,02-05-2026,149,Yearly,Expired
1646,4172,Disney+ Hotstar,20-06-2025,20-02-2026,299,Yearly,Expired
1647,1679,SonyLIV,10-05-2024,06-05-2026,199,Monthly,Active
1648,3968,SonyLIV,09-02-2024,10-03-2026,99,Yearly,Expired
1649,2262,Amazon Prime,20-01-2024,06-02-2026,499,Monthly,Expired
1650,5783,Zee5,22-02-2025,13-03-2026,99,Monthly,Active
1651,3481,Zee5,23-01-2025,03-04-2026,149,Yearly,Active
1652,3485,SonyLIV,12-04-2025,03-02-2026,99,Monthly,Expired
1653,5209,Netflix,22-12-2023,15-04-2026,99,Quarterly,Expired
1654,3681,SonyLIV,29-08-2025,30-11-2025,149,Quarterly,Expired
1655,2569,Disney+ Hotstar,30-11-2024,30-03-2026,99,Quarterly,Active
1656,3528,Amazon Prime,18-05-2024,26-05-2026,499,Quarterly,Expired
1657,11,Zee5,19-08-2024,01-05-2026,149,Quarterly,Expired
1658,3640,Zee5,17-10-2024,05-03-2026,149,Quarterly,Expired
1659,48,SonyLIV,15-08-2025,02-05-2026,99,Yearly,Expired
1660,2792,Zee5,21-04-2025,15-05-2026,299,Monthly,Expired
1661,5039,Zee5,21-04-2024,24-02-2026,199,Quarterly,Expired
1662,845,Zee5,04-09-2024,01-01-2026,199,Yearly,Active
1663,549,SonyLIV,06-05-2025,10-04-2026,299,Quarterly,Expired
1664,1430,Amazon Prime,04-05-2025,23-01-2026,499,Quarterly,Active
1665,2069,Amazon Prime,27-03-2025,11-02-2026,149,Quarterly,Active
1666,4006,Netflix,25-10-2024,14-12-2025,99,Yearly,Expired
1667,866,Netflix,31-07-2025,12-05-2026,199,Monthly,Active
1668,5987,Netflix,02-06-2024,14-05-2026,149,Quarterly,Expired
1669,4789,Netflix,21-05-2024,19-03-2026,199,Quarterly,Active
1670,5476,Zee5,05-12-2023,20-02-2026,199,Monthly,Active
1671,5717,Disney+ Hotstar,10-04-2024,10-05-2026,99,Yearly,Active
1672,3895,Disney+ Hotstar,12-11-2024,11-01-2026,499,Monthly,Expired
1673,95,Netflix,26-06-2025,20-03-2026,149,Monthly,Active
1674,2817,Amazon Prime,08-11-2024,17-05-2026,499,Quarterly,Expired
1675,2193,Amazon Prime,24-09-2024,21-05-2026,149,Quarterly,Active
1676,322,SonyLIV,28-01-2024,27-12-2025,99,Quarterly,Active
1677,724,Netflix,24-09-2024,18-04-2026,149,Yearly,Expired
1678,5702,Disney+ Hotstar,15-05-2024,18-01-2026,499,Quarterly,Expired
1679,3186,Netflix,26-01-2024,05-04-2026,149,Yearly,Active
1680,3551,Amazon Prime,01-10-2025,12-05-2026,499,Yearly,Expired
1681,3100,Disney+ Hotstar,06-05-2024,06-04-2026,199,Monthly,Expired
1682,2176,Netflix,19-09-2024,25-04-2026,299,Yearly,Active
1683,4660,SonyLIV,30-12-2024,20-01-2026,199,Yearly,Expired
1684,3683,Netflix,02-08-2025,19-05-2026,199,Yearly,Active
1685,4076,Disney+ Hotstar,03-06-2024,17-02-2026,149,Yearly,Expired
1686,1705,SonyLIV,01-03-2024,19-05-2026,299,Quarterly,Expired
1687,3319,Netflix,18-10-2025,29-11-2025,149,Quarterly,Active
1688,5606,Netflix,04-07-2024,03-01-2026,149,Yearly,Expired
1689,2908,SonyLIV,02-11-2025,29-01-2026,199,Quarterly,Expired
1690,3807,Amazon Prime,02-02-2025,28-11-2025,149,Yearly,Active
1691,6000,Disney+ Hotstar,16-04-2024,22-03-2026,99,Monthly,Expired
1692,5169,SonyLIV,04-07-2025,07-01-2026,499,Monthly,Active
1693,4827,SonyLIV,01-10-2025,23-12-2025,299,Monthly,Active
1694,3507,Netflix,19-10-2024,29-01-2026,99,Quarterly,Expired
1695,5651,SonyLIV,21-08-2025,09-03-2026,299,Yearly,Expired
1696,1738,Disney+ Hotstar,17-08-2025,15-01-2026,149,Monthly,Expired
1697,45,Zee5,30-05-2025,14-01-2026,499,Monthly,Expired
1698,5652,Amazon Prime,01-11-2025,04-05-2026,199,Monthly,Expired
1699,3908,Disney+ Hotstar,01-02-2025,25-03-2026,299,Quarterly,Active
1700,5004,Zee5,02-10-2025,02-12-2025,499,Quarterly,Expired
1701,2364,Zee5,28-06-2024,03-04-2026,499,Monthly,Expired
1702,2129,Zee5,16-07-2024,15-12-2025,499,Quarterly,Active
1703,3329,SonyLIV,24-04-2025,24-02-2026,299,Monthly,Active
1704,1476,Amazon Prime,15-08-2025,04-03-2026,149,Quarterly,Expired
1705,3993,SonyLIV,27-05-2024,02-02-2026,199,Monthly,Expired
1706,633,Amazon Prime,15-12-2024,01-01-2026,499,Yearly,Expired
1707,5065,Zee5,05-03-2025,26-04-2026,499,Yearly,Active
1708,2738,Zee5,31-08-2025,10-04-2026,199,Yearly,Expired
1709,5224,Netflix,27-07-2024,02-05-2026,199,Yearly,Active
1710,3658,Zee5,02-12-2023,07-04-2026,199,Yearly,Active
1711,1453,Disney+ Hotstar,01-04-2025,11-03-2026,149,Yearly,Expired
1712,1107,Netflix,28-02-2024,21-01-2026,199,Quarterly,Active
1713,1636,Netflix,28-07-2025,11-01-2026,499,Quarterly,Active
1714,2633,Amazon Prime,05-06-2024,08-03-2026,199,Monthly,Active
1715,1462,Zee5,13-09-2025,20-05-2026,299,Monthly,Expired
1716,5906,Zee5,02-04-2025,24-02-2026,299,Monthly,Active
1717,1709,Disney+ Hotstar,10-05-2024,17-02-2026,199,Yearly,Active
1718,2604,Zee5,21-02-2025,05-02-2026,149,Monthly,Expired
1719,4905,Disney+ Hotstar,26-05-2025,13-01-2026,149,Monthly,Expired
1720,2756,Zee5,02-05-2024,15-05-2026,99,Monthly,Expired
1721,4472,SonyLIV,27-03-2025,26-05-2026,99,Monthly,Expired
1722,4729,SonyLIV,13-08-2025,18-02-2026,199,Quarterly,Active
1723,3310,Netflix,22-02-2025,07-12-2025,299,Monthly,Active
1724,510,Zee5,21-12-2024,26-05-2026,199,Yearly,Expired
1725,1831,Netflix,31-07-2024,25-03-2026,499,Yearly,Expired
1726,300,Disney+ Hotstar,09-05-2024,28-04-2026,149,Monthly,Expired
1727,3794,Netflix,04-06-2025,15-04-2026,199,Yearly,Expired
1728,2082,SonyLIV,06-09-2024,08-05-2026,199,Monthly,Active
1729,2073,Amazon Prime,19-12-2023,09-02-2026,149,Yearly,Active
1730,379,Amazon Prime,05-06-2025,14-04-2026,499,Yearly,Active
1731,3304,Netflix,03-06-2025,08-04-2026,199,Monthly,Active
1732,2801,Amazon Prime,15-03-2025,15-02-2026,199,Monthly,Expired
1733,2206,Netflix,29-02-2024,15-03-2026,199,Monthly,Expired
1734,1522,Netflix,18-08-2025,03-05-2026,149,Quarterly,Active
1735,2430,Disney+ Hotstar,02-02-2025,30-11-2025,149,Quarterly,Active
1736,520,Netflix,30-03-2025,20-05-2026,99,Yearly,Active
1737,5501,SonyLIV,01-11-2024,10-01-2026,499,Quarterly,Active
1738,1346,Disney+ Hotstar,29-04-2025,15-12-2025,499,Quarterly,Expired
1739,1941,Zee5,23-01-2025,20-12-2025,299,Yearly,Expired
1740,5867,SonyLIV,21-01-2024,12-03-2026,99,Monthly,Expired
1741,3282,Zee5,01-05-2025,18-12-2025,299,Yearly,Expired
1742,547,Zee5,24-11-2024,25-04-2026,149,Quarterly,Active
1743,1378,SonyLIV,27-01-2025,05-03-2026,99,Quarterly,Active
1744,2052,Netflix,28-02-2024,21-01-2026,199,Yearly,Expired
1745,248,Disney+ Hotstar,12-10-2024,23-12-2025,149,Quarterly,Active
1746,4884,Amazon Prime,28-01-2025,19-03-2026,299,Monthly,Expired
1747,1028,Amazon Prime,20-07-2025,21-01-2026,149,Quarterly,Active
1748,1806,Netflix,10-06-2024,02-03-2026,99,Monthly,Expired
1749,1958,Zee5,23-10-2024,29-11-2025,99,Monthly,Active
1750,2604,Disney+ Hotstar,02-08-2025,22-12-2025,149,Quarterly,Active
1751,859,Netflix,01-10-2024,02-05-2026,299,Quarterly,Active
1752,309,Disney+ Hotstar,24-05-2024,28-02-2026,199,Monthly,Expired
1753,231,Zee5,26-02-2025,19-01-2026,299,Yearly,Active
1754,5427,Zee5,06-07-2025,15-05-2026,499,Quarterly,Expired
1755,2114,Amazon Prime,27-04-2025,04-01-2026,299,Yearly,Active
1756,135,Netflix,08-09-2025,07-05-2026,299,Yearly,Active
1757,3154,SonyLIV,23-02-2025,04-01-2026,499,Monthly,Active
1758,1480,Netflix,10-09-2025,02-12-2025,299,Quarterly,Expired
1759,4083,SonyLIV,19-12-2024,07-03-2026,499,Yearly,Active
1760,2738,Netflix,01-08-2024,14-03-2026,299,Monthly,Active
1761,295,Disney+ Hotstar,31-12-2023,06-05-2026,99,Quarterly,Active
1762,4795,Disney+ Hotstar,18-05-2024,19-01-2026,199,Yearly,Expired
1763,4588,Disney+ Hotstar,12-01-2025,15-03-2026,299,Monthly,Active
1764,2248,Zee5,13-03-2025,24-01-2026,99,Monthly,Expired
1765,3803,Amazon Prime,11-04-2024,25-01-2026,499,Quarterly,Expired
1766,4997,Netflix,04-03-2025,13-12-2025,99,Monthly,Active
1767,5626,Amazon Prime,29-04-2025,24-04-2026,149,Yearly,Active
1768,5293,Disney+ Hotstar,20-10-2024,15-03-2026,99,Monthly,Expired
1769,1902,Disney+ Hotstar,20-09-2025,15-12-2025,99,Quarterly,Expired
1770,3863,Zee5,03-12-2023,26-04-2026,499,Quarterly,Active
1771,4369,Disney+ Hotstar,17-12-2024,10-05-2026,499,Monthly,Expired
1772,1829,SonyLIV,26-11-2024,08-02-2026,499,Yearly,Active
1773,4025,Amazon Prime,06-12-2024,08-02-2026,499,Yearly,Expired
1774,553,SonyLIV,02-05-2024,10-02-2026,499,Monthly,Expired
1775,2575,Zee5,03-07-2025,28-11-2025,99,Monthly,Expired
1776,1102,Netflix,21-03-2025,02-04-2026,149,Quarterly,Expired
1777,4682,Amazon Prime,01-01-2024,21-04-2026,99,Monthly,Expired
1778,341,Zee5,16-10-2025,24-03-2026,149,Monthly,Active
1779,5531,Amazon Prime,15-06-2025,03-01-2026,499,Quarterly,Expired
1780,2537,Amazon Prime,03-03-2025,22-01-2026,99,Monthly,Active
1781,387,Disney+ Hotstar,08-06-2024,17-02-2026,499,Quarterly,Expired
1782,518,Netflix,15-09-2025,05-12-2025,149,Monthly,Active
1783,2905,Netflix,06-04-2025,17-12-2025,299,Yearly,Expired
1784,464,Amazon Prime,25-03-2024,14-02-2026,499,Monthly,Expired
1785,4477,Amazon Prime,08-09-2025,24-02-2026,499,Monthly,Active
1786,534,Zee5,08-04-2024,04-12-2025,199,Quarterly,Active
1787,2753,Disney+ Hotstar,25-08-2025,29-12-2025,199,Monthly,Expired
1788,4881,Zee5,31-07-2025,11-01-2026,499,Yearly,Active
1789,3348,Disney+ Hotstar,02-01-2025,24-01-2026,299,Quarterly,Expired
1790,5221,Zee5,24-01-2025,05-03-2026,149,Monthly,Expired
1791,3181,Amazon Prime,26-10-2024,10-03-2026,299,Yearly,Active
1792,2845,Amazon Prime,26-07-2024,15-03-2026,499,Quarterly,Expired
1793,188,Disney+ Hotstar,18-02-2025,08-12-2025,149,Quarterly,Expired
1794,3167,Disney+ Hotstar,22-10-2025,25-05-2026,149,Monthly,Active
1795,1181,Amazon Prime,04-07-2025,19-04-2026,199,Quarterly,Expired
1796,3771,Amazon Prime,22-09-2024,23-01-2026,149,Quarterly,Expired
1797,3845,Netflix,04-06-2024,30-03-2026,199,Yearly,Expired
1798,2439,Netflix,24-09-2024,01-04-2026,199,Monthly,Expired
1799,2611,Amazon Prime,12-11-2024,16-02-2026,149,Yearly,Expired
1800,5523,Netflix,23-03-2025,01-05-2026,99,Monthly,Active
1801,3149,Zee5,08-03-2024,17-05-2026,499,Yearly,Active
1802,4975,Zee5,11-04-2025,22-12-2025,499,Yearly,Active
1803,3349,Disney+ Hotstar,27-04-2024,12-01-2026,149,Yearly,Active
1804,2476,Zee5,21-02-2025,23-05-2026,99,Yearly,Active
1805,5218,SonyLIV,17-12-2023,13-03-2026,99,Quarterly,Active
1806,1033,SonyLIV,11-05-2025,11-02-2026,299,Quarterly,Expired
1807,5342,Netflix,02-08-2025,15-05-2026,299,Yearly,Active
1808,758,Netflix,14-04-2025,06-05-2026,99,Yearly,Expired
1809,815,SonyLIV,15-12-2024,03-03-2026,199,Quarterly,Expired
1810,4516,SonyLIV,01-05-2025,28-01-2026,149,Quarterly,Expired
1811,5785,SonyLIV,25-03-2025,07-04-2026,149,Quarterly,Active
1812,4547,Netflix,08-10-2025,03-12-2025,99,Monthly,Expired
1813,5429,Amazon Prime,28-08-2024,26-03-2026,499,Quarterly,Active
1814,1296,SonyLIV,12-03-2024,26-03-2026,149,Quarterly,Active
1815,5680,SonyLIV,17-06-2024,20-02-2026,99,Quarterly,Active
1816,2029,Zee5,08-06-2024,19-12-2025,299,Monthly,Expired
1817,5009,Zee5,10-06-2025,10-02-2026,299,Quarterly,Expired
1818,3300,SonyLIV,27-06-2025,19-05-2026,199,Yearly,Expired
1819,5028,Zee5,28-02-2025,17-12-2025,199,Quarterly,Expired
1820,2627,Zee5,06-10-2025,06-05-2026,99,Quarterly,Expired
1821,3284,Amazon Prime,12-09-2024,29-12-2025,499,Monthly,Active
1822,5975,Amazon Prime,03-08-2024,08-01-2026,299,Monthly,Active
1823,4690,Disney+ Hotstar,07-02-2024,26-01-2026,149,Monthly,Expired
1824,5718,Disney+ Hotstar,25-03-2025,14-12-2025,199,Monthly,Active
1825,153,Netflix,08-10-2024,19-03-2026,99,Quarterly,Active
1826,5838,Disney+ Hotstar,26-04-2024,07-05-2026,199,Monthly,Active
1827,4417,Netflix,23-05-2024,28-03-2026,499,Yearly,Expired
1828,2407,Netflix,27-06-2024,22-05-2026,499,Yearly,Active
1829,614,Zee5,16-04-2025,16-03-2026,299,Quarterly,Expired
1830,2278,Netflix,13-03-2024,03-12-2025,149,Quarterly,Expired
1831,1174,Zee5,16-05-2025,15-01-2026,99,Quarterly,Active
1832,3935,Amazon Prime,02-06-2025,27-03-2026,99,Yearly,Active
1833,77,Netflix,23-01-2024,31-03-2026,99,Quarterly,Active
1834,491,SonyLIV,02-08-2025,29-03-2026,199,Monthly,Active
1835,4896,Zee5,09-10-2024,19-02-2026,499,Monthly,Active
1836,3291,Amazon Prime,26-08-2025,21-01-2026,299,Quarterly,Active
1837,5297,Disney+ Hotstar,03-04-2024,23-03-2026,299,Quarterly,Active
1838,5166,Netflix,07-11-2024,21-03-2026,499,Yearly,Active
1839,246,SonyLIV,24-07-2025,23-04-2026,149,Quarterly,Expired
1840,4969,Amazon Prime,14-11-2024,25-12-2025,299,Yearly,Expired
1841,1138,SonyLIV,17-06-2025,30-11-2025,299,Yearly,Active
1842,5880,SonyLIV,18-05-2025,18-12-2025,299,Quarterly,Active
1843,5615,SonyLIV,19-06-2024,04-04-2026,299,Monthly,Expired
1844,4489,Zee5,23-02-2025,01-04-2026,149,Monthly,Active
1845,1475,Zee5,21-07-2025,23-04-2026,199,Quarterly,Expired
1846,5318,SonyLIV,14-08-2025,30-03-2026,499,Quarterly,Active
1847,4826,Zee5,03-07-2024,13-01-2026,99,Yearly,Expired
1848,3262,Disney+ Hotstar,18-09-2025,24-01-2026,149,Yearly,Active
1849,4944,Amazon Prime,24-04-2025,02-02-2026,149,Monthly,Active
1850,3733,Netflix,18-12-2024,23-03-2026,299,Quarterly,Expired
1851,3614,Zee5,16-03-2024,08-04-2026,499,Monthly,Expired
1852,1072,Netflix,20-12-2024,15-04-2026,299,Yearly,Expired
1853,3164,Disney+ Hotstar,15-04-2025,19-02-2026,499,Yearly,Expired
1854,1767,Disney+ Hotstar,25-01-2024,16-01-2026,499,Monthly,Active
1855,2423,Netflix,02-02-2025,04-05-2026,299,Monthly,Expired
1856,3766,Amazon Prime,22-04-2025,01-03-2026,99,Yearly,Active
1857,294,Netflix,01-06-2025,18-12-2025,149,Monthly,Active
1858,274,Amazon Prime,31-07-2025,02-01-2026,149,Quarterly,Active
1859,3920,Netflix,18-01-2025,11-03-2026,199,Monthly,Active
1860,1457,Amazon Prime,16-01-2025,15-05-2026,199,Monthly,Active
1861,1151,Zee5,14-05-2025,18-03-2026,299,Yearly,Active
1862,125,Netflix,24-08-2024,18-03-2026,499,Yearly,Expired
1863,844,Amazon Prime,09-01-2025,12-03-2026,299,Quarterly,Expired
1864,5630,Disney+ Hotstar,25-09-2024,04-02-2026,299,Yearly,Active
1865,4430,SonyLIV,28-05-2025,05-04-2026,199,Quarterly,Expired
1866,1952,Zee5,26-08-2024,19-03-2026,299,Yearly,Expired
1867,4600,Netflix,04-06-2025,29-11-2025,499,Yearly,Active
1868,108,Disney+ Hotstar,06-10-2025,15-03-2026,299,Yearly,Expired
1869,4154,Netflix,20-04-2025,13-01-2026,99,Yearly,Expired
1870,2793,Amazon Prime,12-01-2025,17-04-2026,499,Quarterly,Active
1871,516,Netflix,03-04-2024,09-03-2026,499,Quarterly,Expired
1872,450,Zee5,03-07-2025,28-03-2026,149,Monthly,Expired
1873,289,Amazon Prime,02-11-2024,04-05-2026,499,Quarterly,Expired
1874,2410,Netflix,20-04-2025,09-01-2026,499,Monthly,Expired
1875,3490,Amazon Prime,29-10-2025,07-01-2026,299,Yearly,Expired
1876,4921,Amazon Prime,09-07-2025,21-02-2026,499,Yearly,Active
1877,5,Netflix,30-01-2025,02-12-2025,499,Yearly,Active
1878,259,Netflix,29-03-2025,04-02-2026,199,Yearly,Active
1879,4586,SonyLIV,20-06-2025,02-04-2026,99,Yearly,Expired
1880,1730,Disney+ Hotstar,28-01-2024,04-05-2026,499,Quarterly,Expired
1881,1715,Amazon Prime,05-09-2024,12-04-2026,299,Monthly,Active
1882,4782,Disney+ Hotstar,18-05-2024,06-02-2026,499,Monthly,Expired
1883,3716,Amazon Prime,07-04-2024,16-02-2026,199,Monthly,Active
1884,3989,SonyLIV,29-08-2025,20-05-2026,99,Quarterly,Expired
1885,4670,SonyLIV,10-07-2024,03-01-2026,299,Monthly,Active
1886,1618,Disney+ Hotstar,07-03-2025,01-03-2026,199,Quarterly,Expired
1887,4968,Zee5,01-12-2024,15-02-2026,499,Yearly,Expired
1888,4782,SonyLIV,06-07-2024,08-04-2026,299,Quarterly,Active
1889,5220,Disney+ Hotstar,23-12-2024,04-05-2026,199,Quarterly,Active
1890,2021,Netflix,06-05-2025,26-02-2026,99,Quarterly,Expired
1891,420,SonyLIV,18-07-2024,01-12-2025,99,Monthly,Expired
1892,1610,Zee5,11-03-2024,17-04-2026,199,Yearly,Active
1893,1739,Disney+ Hotstar,01-12-2023,03-12-2025,199,Yearly,Active
1894,2793,Disney+ Hotstar,19-04-2024,03-01-2026,149,Yearly,Expired
1895,52,Netflix,27-11-2025,27-03-2026,299,Quarterly,Expired
1896,1651,Netflix,19-10-2024,29-11-2025,299,Monthly,Active
1897,26,Zee5,23-10-2025,22-05-2026,299,Monthly,Active
1898,5922,SonyLIV,31-01-2025,07-02-2026,299,Quarterly,Active
1899,3004,Amazon Prime,03-10-2024,02-04-2026,299,Quarterly,Active
1900,3671,Netflix,09-09-2025,17-05-2026,199,Monthly,Expired
1901,4660,SonyLIV,25-06-2024,09-03-2026,99,Quarterly,Expired
1902,1825,Zee5,25-12-2024,11-12-2025,499,Monthly,Active
1903,5014,Disney+ Hotstar,06-09-2024,30-12-2025,99,Monthly,Expired
1904,5251,Disney+ Hotstar,20-11-2024,12-04-2026,499,Monthly,Expired
1905,548,Zee5,20-10-2025,07-05-2026,299,Monthly,Active
1906,1400,Disney+ Hotstar,13-09-2025,18-12-2025,149,Monthly,Expired
1907,4882,SonyLIV,08-04-2025,23-01-2026,99,Quarterly,Expired
1908,3286,Disney+ Hotstar,07-09-2025,01-12-2025,99,Yearly,Expired
1909,469,SonyLIV,10-02-2024,09-12-2025,299,Monthly,Expired
1910,1966,Amazon Prime,22-10-2025,18-01-2026,299,Quarterly,Active
1911,2102,Amazon Prime,17-09-2024,21-03-2026,199,Yearly,Expired
1912,5474,SonyLIV,08-04-2024,05-03-2026,299,Quarterly,Expired
1913,4969,Amazon Prime,11-07-2024,28-04-2026,199,Yearly,Expired
1914,4218,Zee5,06-01-2024,23-03-2026,99,Yearly,Active
1915,2155,Disney+ Hotstar,23-12-2023,21-01-2026,149,Yearly,Expired
1916,1539,Disney+ Hotstar,30-07-2024,20-01-2026,99,Quarterly,Expired
1917,186,Zee5,07-10-2025,21-12-2025,99,Monthly,Expired
1918,3506,Netflix,31-05-2025,19-01-2026,149,Monthly,Expired
1919,3288,Zee5,04-06-2024,02-04-2026,299,Quarterly,Active
1920,1699,Zee5,20-12-2024,10-05-2026,499,Monthly,Active
1921,1840,Netflix,02-01-2025,01-03-2026,199,Yearly,Expired
1922,2599,SonyLIV,28-10-2025,14-04-2026,149,Yearly,Active
1923,5948,Amazon Prime,07-08-2024,08-01-2026,199,Monthly,Active
1924,1502,Amazon Prime,23-06-2025,23-01-2026,99,Monthly,Expired
1925,4713,Amazon Prime,11-12-2023,30-03-2026,149,Yearly,Expired
1926,3770,Amazon Prime,29-06-2025,28-03-2026,199,Yearly,Active
1927,3835,Zee5,17-06-2025,14-12-2025,199,Monthly,Expired
1928,2537,Zee5,03-09-2024,04-04-2026,149,Yearly,Expired
1929,3382,Netflix,19-06-2025,12-01-2026,499,Yearly,Expired
1930,3322,Disney+ Hotstar,02-04-2025,10-12-2025,99,Yearly,Expired
1931,1487,Netflix,26-11-2024,12-03-2026,99,Quarterly,Active
1932,3825,SonyLIV,30-08-2024,21-12-2025,299,Monthly,Expired
1933,2438,Amazon Prime,02-06-2024,29-03-2026,149,Yearly,Active
1934,3053,Zee5,06-03-2025,28-02-2026,149,Monthly,Active
1935,2873,SonyLIV,04-10-2024,11-12-2025,299,Yearly,Active
1936,5712,Disney+ Hotstar,14-01-2025,04-01-2026,299,Yearly,Expired
1937,5869,Disney+ Hotstar,28-11-2023,05-05-2026,99,Quarterly,Active
1938,1048,Amazon Prime,20-02-2024,07-12-2025,149,Monthly,Expired
1939,5955,SonyLIV,19-06-2025,22-05-2026,299,Yearly,Active
1940,1757,Amazon Prime,29-10-2024,24-01-2026,199,Quarterly,Active
1941,3495,Zee5,17-09-2024,16-05-2026,199,Yearly,Expired
1942,586,Disney+ Hotstar,16-10-2025,10-05-2026,199,Yearly,Active
1943,2592,Amazon Prime,03-05-2025,07-03-2026,99,Monthly,Active
1944,3392,SonyLIV,11-06-2024,22-01-2026,99,Quarterly,Active
1945,122,Disney+ Hotstar,28-12-2024,05-12-2025,199,Quarterly,Expired
1946,548,Netflix,16-09-2024,16-05-2026,199,Yearly,Expired
1947,1605,Disney+ Hotstar,21-11-2024,15-05-2026,299,Quarterly,Active
1948,193,Amazon Prime,24-09-2025,20-04-2026,299,Quarterly,Expired
1949,578,Disney+ Hotstar,02-10-2025,06-04-2026,299,Yearly,Expired
1950,5388,Amazon Prime,17-09-2025,02-12-2025,499,Monthly,Expired
1951,90,SonyLIV,26-01-2024,06-03-2026,149,Yearly,Active
1952,5976,SonyLIV,07-07-2025,07-12-2025,99,Yearly,Active
1953,1717,Zee5,27-11-2024,29-01-2026,299,Monthly,Active
1954,289,Zee5,27-12-2024,12-03-2026,299,Quarterly,Active
1955,299,Disney+ Hotstar,30-06-2025,05-03-2026,199,Yearly,Active
1956,154,Amazon Prime,06-09-2024,10-12-2025,99,Yearly,Active
1957,416,Netflix,10-02-2024,18-12-2025,499,Quarterly,Active
1958,1622,Disney+ Hotstar,11-10-2025,24-12-2025,99,Monthly,Expired
1959,1267,SonyLIV,25-12-2024,20-01-2026,99,Quarterly,Expired
1960,4496,SonyLIV,25-03-2024,21-12-2025,149,Monthly,Expired
1961,5574,Disney+ Hotstar,15-05-2025,01-03-2026,299,Quarterly,Expired
1962,3682,Netflix,04-10-2025,07-12-2025,99,Quarterly,Active
1963,2195,Disney+ Hotstar,16-02-2024,16-01-2026,299,Quarterly,Active
1964,2360,SonyLIV,22-09-2025,14-12-2025,499,Monthly,Expired
1965,3134,Disney+ Hotstar,20-11-2024,07-02-2026,149,Quarterly,Expired
1966,3984,Disney+ Hotstar,12-09-2024,16-05-2026,299,Monthly,Active
1967,4101,SonyLIV,18-12-2023,29-12-2025,149,Quarterly,Active
1968,4236,Zee5,23-06-2024,19-02-2026,299,Monthly,Expired
1969,2156,Netflix,05-01-2024,21-03-2026,499,Quarterly,Active
1970,3416,SonyLIV,05-02-2024,17-03-2026,149,Monthly,Expired
1971,5623,Disney+ Hotstar,26-05-2024,03-03-2026,99,Yearly,Expired
1972,5142,Amazon Prime,16-08-2024,06-01-2026,499,Monthly,Active
1973,4030,Netflix,01-03-2025,26-03-2026,99,Yearly,Active
1974,1232,SonyLIV,24-11-2025,30-04-2026,199,Yearly,Active
1975,5326,Zee5,20-05-2024,22-05-2026,499,Yearly,Active
1976,1408,Zee5,25-09-2024,01-04-2026,199,Monthly,Expired
1977,781,Amazon Prime,13-08-2025,24-02-2026,499,Monthly,Expired
1978,208,Disney+ Hotstar,30-06-2025,23-04-2026,149,Monthly,Active
1979,5119,Zee5,16-07-2024,18-02-2026,199,Monthly,Active
1980,5605,Amazon Prime,29-09-2025,29-01-2026,299,Yearly,Expired
1981,1158,SonyLIV,19-12-2023,09-04-2026,499,Quarterly,Expired
1982,5897,Zee5,21-11-2024,15-03-2026,499,Monthly,Expired
1983,4735,Netflix,27-12-2024,13-03-2026,149,Yearly,Active
