usage_id,customer_id,usage_date,data_used_gb,call_minutes,sms_count,roaming,network_type
1151,3071,28-07-2025,2.69,11,12,FALSE,4G
1152,4867,30-03-2025,2.75,89,22,TRUE,4G
1153,4367,23-07-2025,0.93,40,14,FALSE,4G
1154,4827,14-06-2025,0.2,19,38,TRUE,4G
1155,4487,12-03-2025,1.22,69,1,FALSE,4G
1156,3614,22-12-2024,1.46,48,17,FALSE,5G
1157,5819,07-02-2025,2.93,82,10,FALSE,4G
1158,2410,18-02-2025,1.18,117,3,TRUE,4G
1159,3152,20-01-2025,1.95,5,9,FALSE,5G
1160,4933,16-12-2024,1.25,90,30,FALSE,4G
1161,3905,24-05-2025,0.25,35,0,FALSE,4G
1162,4787,12-07-2025,2.69,14,30,FALSE,5G
1163,3649,18-04-2025,0.4,45,6,TRUE,5G
1164,4054,24-11-2025,2.98,103,22,FALSE,5G
1165,1068,16-08-2025,0.57,85,16,FALSE,4G
1166,5875,27-04-2025,0.85,73,13,FALSE,4G
1167,2178,19-01-2025,0.93,21,40,FALSE,5G
1168,3795,23-03-2025,1.14,10,20,FALSE,4G
1169,3108,30-05-2025,1.61,38,44,FALSE,5G
1170,5479,05-05-2025,0.12,6,29,FALSE,5G
1171,2357,23-06-2025,1.83,72,45,TRUE,5G
1172,2451,11-08-2025,0.41,55,17,FALSE,4G
1173,258,06-06-2025,0.96,86,4,FALSE,5G
1174,31,24-11-2025,2.84,85,47,TRUE,4G
1175,3293,17-05-2025,2.45,20,40,TRUE,5G
1176,5874,12-08-2025,2.77,51,30,FALSE,5G
1177,3142,09-12-2024,0.16,66,33,TRUE,5G
1178,926,18-05-2025,0.86,42,45,TRUE,5G
1179,4663,09-04-2025,1.34,34,28,TRUE,4G
1180,1677,09-04-2025,1.55,89,6,TRUE,5G
1181,2834,25-10-2025,2,30,31,FALSE,5G
1182,3740,09-04-2025,2.86,112,36,TRUE,4G
1183,1802,06-03-2025,2.89,32,12,TRUE,4G
1184,1462,17-07-2025,0.72,76,37,TRUE,5G
1185,4191,05-10-2025,1.66,35,38,TRUE,5G
1186,1328,21-04-2025,1.01,96,22,FALSE,4G
1187,3082,03-03-2025,1.79,104,28,TRUE,4G
1188,350,25-03-2025,2.56,41,22,FALSE,4G
1189,885,13-10-2025,2.68,114,6,FALSE,4G
1190,2681,15-02-2025,0.66,117,25,TRUE,5G
1191,1876,06-06-2025,2.84,43,24,FALSE,4G
1192,2413,06-11-2025,1.01,92,10,FALSE,5G
1193,4691,20-10-2025,0.21,26,28,TRUE,5G
1194,3951,14-05-2025,1.87,68,24,FALSE,5G
1195,4456,08-11-2025,2.07,0,0,FALSE,4G
1196,3659,28-01-2025,2.05,12,15,TRUE,5G
1197,1281,01-09-2025,0.22,96,11,TRUE,4G
1198,210,03-08-2025,1.54,75,47,FALSE,5G
1199,33,16-01-2025,2.31,11,14,FALSE,4G
1200,501,23-04-2025,1.08,17,3,TRUE,4G
1201,3340,02-08-2025,0.47,106,25,TRUE,4G
1202,4264,18-03-2025,1.36,18,35,FALSE,4G
1203,4289,29-08-2025,2.08,33,25,TRUE,4G
1204,2094,21-07-2025,1.22,116,41,TRUE,4G
1205,1595,05-11-2025,0.14,107,26,TRUE,5G
1206,4722,01-07-2025,1.9,37,6,TRUE,5G
1207,1653,09-12-2024,0.19,45,5,FALSE,5G
1208,1465,17-03-2025,0.11,13,24,FALSE,4G
1209,3783,20-06-2025,0.72,73,2,FALSE,5G
1210,3227,05-06-2025,0.61,82,4,FALSE,5G
1211,4630,28-09-2025,0.47,60,39,FALSE,4G
1212,5942,04-07-2025,2.41,61,33,TRUE,5G
1213,4283,03-08-2025,2.05,74,2,FALSE,4G
1214,3068,10-12-2024,1.99,61,37,TRUE,4G
1215,244,29-03-2025,1.59,118,20,FALSE,4G
1216,5013,24-07-2025,0.92,71,36,TRUE,4G
1217,4845,19-07-2025,2.24,37,12,FALSE,5G
1218,680,19-02-2025,2.46,19,14,TRUE,5G
1219,3635,29-11-2024,1.7,35,17,FALSE,4G
1220,3417,02-08-2025,2.63,108,44,TRUE,4G
1221,1880,09-08-2025,1.4,35,1,FALSE,5G
1222,5125,23-06-2025,1,13,41,FALSE,4G
1223,294,26-10-2025,0.75,52,40,FALSE,4G
1224,3481,14-06-2025,1.93,41,18,TRUE,4G
1225,3827,24-05-2025,0.4,50,45,TRUE,4G
1226,1584,26-02-2025,1.94,56,42,FALSE,5G
1227,4738,23-11-2025,2.08,100,12,FALSE,4G
1228,2542,09-10-2025,2.51,57,35,FALSE,5G
1229,5788,13-11-2025,0.26,115,12,FALSE,4G
1230,1195,12-06-2025,0.91,82,24,TRUE,4G
1231,1701,03-07-2025,0.51,23,22,TRUE,5G
1232,234,03-06-2025,2.22,78,26,TRUE,5G
1233,176,17-08-2025,2.34,75,13,TRUE,5G
1234,3445,13-04-2025,1.25,116,9,FALSE,5G
1235,5439,25-02-2025,1.09,66,33,TRUE,4G
1236,5466,11-11-2025,2.93,31,14,FALSE,4G
1237,2195,19-07-2025,2.86,87,10,TRUE,4G
1238,4866,30-11-2024,0.86,16,3,TRUE,4G
1239,5256,09-02-2025,2.8,28,32,TRUE,5G
1240,4436,30-08-2025,2.81,42,42,TRUE,5G
1241,1365,16-09-2025,1.12,45,6,TRUE,4G
1242,3130,25-06-2025,1.62,91,34,TRUE,4G
1243,2948,03-03-2025,0.3,2,14,FALSE,4G
1244,5819,12-03-2025,1.94,79,41,TRUE,4G
1245,475,06-05-2025,0.45,51,9,FALSE,4G
1246,4070,18-05-2025,1.04,71,8,TRUE,5G
1247,1786,29-12-2024,2.44,119,3,FALSE,4G
1248,5750,08-12-2024,2.41,39,31,FALSE,4G
1249,5218,21-09-2025,0.31,4,42,TRUE,4G
1250,540,17-11-2025,1.24,119,30,FALSE,5G
1251,350,15-01-2025,0.46,44,26,FALSE,5G
1252,5838,04-03-2025,1.05,79,7,TRUE,4G
1253,966,30-08-2025,1.18,50,2,FALSE,4G
1254,4520,18-04-2025,0.12,106,31,TRUE,5G
1255,5205,10-05-2025,1,113,11,FALSE,4G
1256,1397,02-08-2025,0.51,102,26,TRUE,4G
1257,4880,19-09-2025,2.66,14,21,TRUE,4G
1258,273,08-08-2025,1.98,47,26,FALSE,4G
1259,4048,28-04-2025,2.58,27,22,TRUE,5G
1260,2782,10-05-2025,2.58,80,11,FALSE,4G
1261,3861,13-09-2025,2.5,22,24,FALSE,4G
1262,3132,06-02-2025,1.72,29,0,FALSE,4G
1263,8,13-08-2025,1.26,116,0,FALSE,5G
1264,1757,09-07-2025,2.73,65,12,TRUE,5G
1265,1834,23-08-2025,0.68,67,40,FALSE,5G
1266,3321,18-02-2025,0.52,29,7,TRUE,4G
1267,3355,27-01-2025,2.86,45,37,FALSE,5G
1268,4103,16-02-2025,1.92,27,35,FALSE,4G
1269,2159,30-09-2025,0.88,52,42,TRUE,4G
1270,2152,27-02-2025,2.27,42,47,TRUE,5G
1271,2366,29-04-2025,0.23,93,8,TRUE,5G
1272,3295,07-04-2025,0.53,100,20,TRUE,5G
1273,5343,02-03-2025,2.01,110,2,TRUE,5G
1274,2030,19-06-2025,1.24,85,23,FALSE,5G
1275,2766,25-09-2025,2.17,68,33,TRUE,5G
1276,1665,18-05-2025,1.86,13,49,FALSE,4G
1277,1280,20-11-2025,1.47,93,38,TRUE,4G
1278,2293,07-04-2025,1.02,47,47,FALSE,4G
1279,5830,01-01-2025,0.22,14,44,FALSE,4G
1280,5180,16-08-2025,2.06,99,28,TRUE,4G
1281,820,10-07-2025,0.95,41,36,FALSE,5G
1282,163,11-11-2025,1.43,112,39,TRUE,4G
1283,3604,21-01-2025,0.62,48,40,TRUE,5G
1284,73,04-05-2025,2.17,98,9,TRUE,4G
1285,2442,09-10-2025,2.45,1,9,TRUE,5G
1286,4448,03-04-2025,2.59,14,9,FALSE,5G
1287,2070,29-03-2025,1.64,100,20,TRUE,5G
1288,3315,03-07-2025,1.36,81,24,FALSE,4G
1289,3747,21-01-2025,1.39,71,47,FALSE,4G
1290,2360,13-01-2025,1.86,28,1,TRUE,5G
1291,4189,13-04-2025,2.35,3,13,FALSE,5G
1292,4078,23-08-2025,0.81,9,3,FALSE,4G
1293,4250,26-11-2025,1.98,30,16,FALSE,5G
1294,5926,23-06-2025,2.74,70,31,FALSE,4G
1295,3154,26-07-2025,2.85,38,4,TRUE,4G
1296,5333,11-01-2025,1.36,117,42,FALSE,4G
1297,3135,01-06-2025,1.54,114,9,TRUE,4G
1298,2064,01-09-2025,2.73,27,38,FALSE,4G
1299,5560,24-12-2024,2.38,49,7,FALSE,4G
1300,3210,30-01-2025,2.37,0,32,FALSE,5G
1301,2495,28-11-2024,1.74,68,29,FALSE,4G
1302,5577,29-01-2025,2.59,119,28,FALSE,4G
1303,5556,18-09-2025,1.37,59,14,TRUE,5G
1304,4916,03-06-2025,0.43,58,30,TRUE,5G
1305,3048,17-03-2025,2.25,43,30,TRUE,5G
1306,5765,12-02-2025,2.89,66,31,FALSE,4G
1307,4522,02-03-2025,2.23,49,0,TRUE,5G
1308,2722,15-05-2025,2.76,69,39,FALSE,4G
1309,569,24-02-2025,0.74,5,21,TRUE,5G
1310,4904,27-07-2025,1.36,7,11,TRUE,5G
1311,2253,04-08-2025,0.6,91,25,TRUE,4G
1312,147,11-05-2025,1.53,4,1,TRUE,4G
1313,1236,18-11-2025,0.31,58,29,FALSE,5G
1314,5020,16-10-2025,1.08,27,4,TRUE,5G
1315,2658,01-10-2025,0.87,15,1,FALSE,5G
1316,4386,21-12-2024,1.86,26,27,TRUE,4G
1317,3832,07-01-2025,2.62,21,20,FALSE,5G
1318,195,04-10-2025,0.75,43,38,FALSE,4G
1319,2252,18-10-2025,2.85,25,26,FALSE,5G
1320,2287,01-05-2025,2.01,55,38,TRUE,5G
1321,1586,14-10-2025,0.29,97,11,FALSE,5G
1322,3891,10-11-2025,1.01,115,44,FALSE,4G
1323,1591,12-02-2025,2.51,12,11,FALSE,4G
1324,2558,24-06-2025,2.68,51,8,TRUE,5G
1325,548,06-06-2025,0.19,88,28,TRUE,5G
1326,3327,24-10-2025,1.84,45,6,FALSE,5G
1327,4157,04-06-2025,0.97,118,6,TRUE,5G
1328,2233,22-07-2025,0.68,71,43,FALSE,5G
1329,4472,09-03-2025,2.18,109,28,FALSE,4G
1330,5177,11-10-2025,1.37,57,18,TRUE,4G
1331,3694,08-02-2025,0.56,43,34,FALSE,4G
1332,2103,22-02-2025,2.21,110,32,FALSE,4G
1333,3587,21-11-2025,0.65,23,15,TRUE,4G
1334,3411,09-09-2025,2.99,5,44,TRUE,4G
1335,2056,02-01-2025,1.58,62,27,FALSE,4G
1336,162,07-01-2025,1.88,81,47,TRUE,5G
1337,3219,01-03-2025,0.61,25,49,TRUE,4G
1338,742,25-08-2025,2.35,2,35,FALSE,4G
1339,593,29-10-2025,1.46,46,28,TRUE,4G
1340,132,21-01-2025,2.96,96,3,TRUE,5G
1341,4832,17-07-2025,1.42,61,1,FALSE,4G
1342,1038,23-10-2025,2.41,56,30,TRUE,4G
1343,2929,25-11-2025,1.51,28,45,TRUE,5G
1344,2312,02-11-2025,2.9,119,44,FALSE,4G
1345,5287,28-01-2025,1.63,72,22,FALSE,5G
1346,5150,13-11-2025,1.45,54,2,FALSE,4G
1347,4619,15-01-2025,2.41,48,12,TRUE,5G
1348,643,14-10-2025,1.3,57,2,TRUE,5G
1349,3990,20-11-2025,2.26,100,12,FALSE,5G
1350,3008,18-07-2025,0.21,70,45,FALSE,5G
1351,2168,13-01-2025,1.92,91,11,TRUE,4G
1352,1037,20-07-2025,2.48,65,36,TRUE,5G
1353,3980,09-02-2025,1.59,26,2,TRUE,4G
1354,3935,21-02-2025,1.07,78,40,TRUE,5G
1355,1872,15-03-2025,1.55,45,33,TRUE,5G
1356,1026,03-09-2025,1.98,35,20,FALSE,4G
1357,2871,06-10-2025,2.96,69,47,FALSE,4G
1358,5278,24-08-2025,1.58,90,36,TRUE,5G
1359,5814,20-10-2025,1.23,61,40,TRUE,4G
1360,5962,24-01-2025,2.7,104,26,TRUE,5G
1361,3836,03-03-2025,1.02,117,5,FALSE,5G
1362,4949,10-09-2025,0.75,18,24,FALSE,4G
1363,4939,06-05-2025,2.25,23,2,TRUE,5G
1364,4911,16-08-2025,0.13,119,27,TRUE,5G
1365,1868,19-03-2025,2.36,81,17,FALSE,5G
1366,3573,20-02-2025,1.44,37,35,FALSE,5G
1367,2942,20-09-2025,0.99,64,28,TRUE,4G
1368,3289,20-12-2024,2.3,51,40,TRUE,4G
1369,3049,03-04-2025,1.59,79,25,FALSE,5G
1370,3959,10-09-2025,2.46,7,26,TRUE,5G
1371,3875,18-01-2025,1.87,72,46,TRUE,5G
1372,784,14-12-2024,1.84,28,28,TRUE,4G
1373,2194,22-12-2024,2.39,105,1,TRUE,5G
1374,7,29-03-2025,0.91,56,24,TRUE,4G
1375,4554,25-02-2025,2.92,33,41,FALSE,5G
1376,5408,27-07-2025,1.17,19,3,TRUE,4G
1377,3293,21-08-2025,2.24,36,35,TRUE,5G
1378,1215,15-04-2025,0.75,117,42,FALSE,4G
1379,4010,05-02-2025,1.44,45,44,FALSE,4G
1380,2655,11-05-2025,2.16,42,28,TRUE,5G
1381,3940,09-07-2025,2.84,10,35,TRUE,4G
1382,5942,20-02-2025,0.7,26,27,TRUE,5G
1383,1585,15-08-2025,1.77,24,40,FALSE,4G
1384,3691,15-10-2025,1.33,82,6,TRUE,4G
1385,373,07-11-2025,2.26,70,43,TRUE,5G
1386,3964,17-10-2025,2.77,6,7,FALSE,5G
1387,1708,25-11-2025,2.71,39,38,FALSE,4G
1388,4468,15-12-2024,2.6,14,28,FALSE,4G
1389,4964,05-11-2025,0.23,8,6,FALSE,4G
1390,3853,10-07-2025,0.82,83,47,FALSE,5G
1391,5479,29-03-2025,2.14,67,10,FALSE,5G
1392,5441,08-04-2025,1.83,95,46,TRUE,4G
1393,1401,04-04-2025,2.3,12,36,TRUE,4G
1394,321,06-01-2025,1.41,111,41,FALSE,4G
1395,4329,28-08-2025,0.15,109,9,TRUE,4G
1396,3813,18-12-2024,1.73,49,30,TRUE,4G
1397,5978,15-05-2025,1.78,31,14,FALSE,5G
1398,228,30-03-2025,0.38,118,6,TRUE,5G
1399,5569,09-08-2025,2.09,70,31,FALSE,5G
1400,195,16-05-2025,0.69,60,22,FALSE,5G
1401,3307,06-09-2025,1.68,20,42,TRUE,4G
1402,1470,29-09-2025,0.58,107,30,FALSE,4G
1403,3516,14-11-2025,2.3,119,28,TRUE,4G
1404,4072,28-12-2024,1.46,77,11,TRUE,5G
1405,2165,28-03-2025,2.34,9,2,TRUE,4G
1406,2959,04-03-2025,1.51,103,19,TRUE,4G
1407,1000,11-01-2025,0.71,99,35,FALSE,5G
1408,514,09-08-2025,1.89,24,30,TRUE,5G
1409,2659,14-02-2025,2.84,56,32,FALSE,4G
1410,5901,25-10-2025,0.44,70,12,TRUE,5G
1411,2710,09-12-2024,0.53,13,12,TRUE,5G
1412,5443,09-08-2025,0.1,89,33,TRUE,5G
1413,5483,25-03-2025,1.12,108,6,FALSE,4G
1414,3541,01-09-2025,0.82,103,17,FALSE,5G
1415,3637,04-08-2025,0.94,21,48,FALSE,4G
1416,170,30-05-2025,0.5,99,15,FALSE,4G
1417,3161,15-09-2025,0.85,21,17,TRUE,4G
1418,1864,27-01-2025,0.4,36,47,TRUE,4G
1419,628,04-12-2024,2.87,44,37,TRUE,5G
1420,2394,02-10-2025,2.74,52,43,FALSE,5G
1421,739,30-03-2025,2.55,69,47,TRUE,4G
1422,5205,17-08-2025,1.71,102,5,FALSE,4G
1423,791,16-07-2025,1.98,62,2,FALSE,5G
1424,1151,26-06-2025,0.75,0,38,FALSE,5G
1425,2953,11-11-2025,0.13,52,42,FALSE,4G
1426,65,14-09-2025,1.35,91,40,TRUE,5G
1427,2197,13-08-2025,2.53,71,38,TRUE,5G
1428,3479,06-06-2025,0.76,41,30,FALSE,4G
1429,4043,24-08-2025,2.89,8,36,TRUE,4G
1430,1159,04-01-2025,2.87,63,8,FALSE,5G
1431,545,17-08-2025,1.78,52,14,FALSE,5G
1432,3813,15-03-2025,1.33,88,47,TRUE,5G
1433,465,29-11-2024,2.39,12,32,TRUE,4G
1434,1702,31-10-2025,2.51,83,13,TRUE,5G
1435,3317,29-11-2024,0.71,78,9,TRUE,4G
1436,3722,01-01-2025,1.5,27,32,TRUE,5G
1437,1333,26-12-2024,0.66,23,15,TRUE,5G
1438,686,02-03-2025,0.99,61,46,FALSE,4G
1439,803,23-06-2025,2.32,67,3,FALSE,5G
1440,4396,29-04-2025,1.38,73,15,TRUE,4G
1441,1821,02-09-2025,0.83,47,19,TRUE,4G
1442,166,29-10-2025,2.81,37,0,FALSE,5G
1443,1455,23-05-2025,0.17,93,44,FALSE,5G
1444,5815,10-02-2025,0.73,27,2,FALSE,4G
1445,4947,22-06-2025,1.6,94,41,TRUE,4G
1446,1384,27-07-2025,2.97,61,34,TRUE,4G
1447,5581,01-04-2025,1.3,109,19,FALSE,4G
1448,5044,27-09-2025,1.85,82,28,TRUE,5G
1449,1642,21-08-2025,0.16,110,32,FALSE,4G
1450,1050,21-10-2025,0.76,23,15,FALSE,4G
1451,4234,11-08-2025,2.64,54,43,TRUE,4G
1452,999,20-12-2024,1.71,31,20,FALSE,5G
1453,1062,28-07-2025,2.91,57,12,FALSE,4G
1454,5323,19-06-2025,0.62,38,43,FALSE,5G
1455,2848,16-07-2025,0.18,112,1,TRUE,5G
1456,771,16-11-2025,1.42,9,40,TRUE,5G
1457,2252,14-11-2025,1.13,103,5,TRUE,5G
1458,284,21-05-2025,1.43,49,16,TRUE,4G
1459,5386,05-01-2025,0.68,22,38,TRUE,4G
1460,5756,17-12-2024,2.91,4,16,FALSE,4G
1461,2876,14-06-2025,0.28,102,0,FALSE,4G
1462,3703,14-12-2024,2.78,86,15,TRUE,4G
1463,3623,18-01-2025,0.45,98,1,FALSE,4G
1464,1069,25-02-2025,0.14,119,0,TRUE,5G
1465,2156,14-08-2025,2.94,90,24,TRUE,4G
1466,4944,22-06-2025,1.3,98,19,FALSE,5G
1467,5395,23-03-2025,1.61,39,33,FALSE,5G
1468,5349,11-03-2025,0.99,21,16,FALSE,5G
1469,2237,16-08-2025,0.65,44,8,TRUE,5G
1470,3616,28-04-2025,0.11,8,12,FALSE,4G
1471,1072,27-01-2025,0.19,111,43,TRUE,4G
1472,2803,29-03-2025,0.93,111,43,TRUE,4G
1473,342,03-09-2025,0.17,77,25,TRUE,5G
1474,2626,09-09-2025,0.35,60,41,FALSE,5G
1475,2847,15-03-2025,1.39,52,45,FALSE,5G
1476,1701,13-11-2025,2.19,101,19,TRUE,4G
1477,4426,09-03-2025,2.48,70,49,FALSE,5G
1478,4432,01-06-2025,0.49,81,2,FALSE,4G
1479,561,23-11-2025,0.78,102,30,FALSE,4G
1480,5206,18-10-2025,1.41,47,13,FALSE,4G
1481,3895,08-10-2025,2.64,16,47,FALSE,4G
1482,5341,30-04-2025,0.53,11,25,FALSE,5G
1483,3188,17-01-2025,2.93,36,10,TRUE,5G
1484,182,21-02-2025,2.82,51,17,FALSE,5G
1485,88,26-02-2025,2.4,59,8,FALSE,4G
1486,248,25-06-2025,0.56,31,9,FALSE,5G
1487,3342,20-05-2025,1.07,97,44,TRUE,5G
1488,5076,07-04-2025,2.14,83,47,TRUE,5G
1489,782,22-06-2025,1.48,10,1,TRUE,4G
1490,5904,25-04-2025,2.42,49,2,TRUE,5G
1491,2110,14-01-2025,0.84,111,49,TRUE,5G
1492,4739,22-10-2025,1.55,15,26,TRUE,4G
1493,3738,30-01-2025,2.41,117,15,TRUE,4G
1494,3686,04-07-2025,2.11,109,22,FALSE,5G
1495,4173,02-03-2025,1.65,60,42,FALSE,5G
1496,3831,18-04-2025,2.35,56,9,TRUE,4G
1497,5193,05-05-2025,1.39,0,28,TRUE,5G
1498,1228,16-09-2025,0.24,60,43,TRUE,5G
1499,1447,04-01-2025,0.2,92,27,FALSE,4G
1500,2061,07-08-2025,2.64,29,11,TRUE,4G
1501,3527,20-02-2025,0.23,115,30,FALSE,5G
1502,5223,19-08-2025,1.22,44,23,FALSE,5G
1503,401,25-05-2025,2.53,77,0,FALSE,4G
1504,4622,25-03-2025,0.15,105,4,FALSE,5G
1505,4469,05-09-2025,2.95,13,39,TRUE,5G
1506,2483,13-05-2025,1.79,116,17,TRUE,5G
1507,3268,09-05-2025,2.06,41,25,TRUE,4G
1508,5141,17-06-2025,1.19,61,3,FALSE,5G
1509,5733,02-09-2025,1.71,3,43,TRUE,5G
1510,1031,27-11-2025,2.12,80,35,FALSE,5G
1511,36,15-02-2025,0.7,63,32,TRUE,4G
1512,5880,21-09-2025,2.52,71,2,TRUE,5G
1513,4720,06-03-2025,0.85,86,7,TRUE,4G
1514,302,14-02-2025,1.76,3,20,TRUE,4G
1515,4329,25-03-2025,1.62,9,20,FALSE,4G
1516,2130,28-05-2025,2.97,26,29,FALSE,5G
1517,3657,04-11-2025,2.68,88,46,FALSE,4G
1518,1726,09-01-2025,0.88,34,5,FALSE,4G
1519,3980,17-02-2025,0.59,88,36,FALSE,4G
1520,3930,29-10-2025,0.48,114,20,FALSE,4G
1521,1423,30-10-2025,2.15,73,12,FALSE,5G
1522,5383,25-11-2025,1.4,30,22,FALSE,4G
1523,5538,26-08-2025,1.48,103,16,FALSE,5G
1524,2944,29-06-2025,0.4,28,3,TRUE,4G
1525,2186,06-10-2025,1.93,7,16,FALSE,4G
1526,2654,10-09-2025,0.19,100,12,FALSE,4G
1527,1265,01-05-2025,1.12,87,17,TRUE,4G
1528,1329,27-04-2025,2.51,12,37,FALSE,4G
1529,4051,16-10-2025,1.4,2,37,TRUE,4G
1530,2113,30-07-2025,2.82,23,1,TRUE,5G
1531,3694,19-06-2025,1.24,41,18,TRUE,5G
1532,42,12-12-2024,0.21,5,40,TRUE,4G
1533,3372,13-07-2025,2.76,91,2,TRUE,4G
1534,4191,31-10-2025,0.57,98,37,FALSE,4G
1535,4685,24-06-2025,2.07,90,23,TRUE,4G
1536,4288,29-05-2025,0.98,9,2,TRUE,4G
1537,3494,26-07-2025,1.7,79,20,FALSE,4G
1538,2436,12-12-2024,0.83,89,13,TRUE,4G
1539,428,30-08-2025,2.95,115,33,TRUE,4G
1540,786,01-09-2025,1.06,85,14,FALSE,4G
1541,2471,11-04-2025,0.87,7,12,FALSE,4G
1542,2063,29-07-2025,0.98,25,1,FALSE,4G
1543,3262,02-01-2025,0.77,87,31,FALSE,4G
1544,975,01-02-2025,2.51,68,7,FALSE,5G
1545,3062,28-10-2025,2.44,112,40,FALSE,4G
1546,5928,18-10-2025,1,94,46,FALSE,5G
1547,3875,02-06-2025,1.89,51,45,FALSE,4G
1548,5537,23-04-2025,0.73,72,25,TRUE,5G
1549,5990,15-09-2025,1.01,62,19,FALSE,5G
1550,1747,11-02-2025,0.27,32,3,TRUE,4G
1551,5768,18-08-2025,2.73,106,33,FALSE,4G
1552,1285,24-11-2025,2.26,90,21,TRUE,4G
1553,4186,24-12-2024,1.31,15,15,FALSE,4G
1554,4870,24-11-2025,1.68,66,21,TRUE,5G
1555,2220,16-05-2025,0.86,46,39,TRUE,4G
1556,28,11-05-2025,1.22,80,12,TRUE,5G
1557,4909,13-07-2025,0.89,28,44,TRUE,5G
1558,2813,15-12-2024,2.93,109,29,TRUE,4G
1559,5552,12-08-2025,2.94,91,15,TRUE,4G
1560,22,16-04-2025,2.87,69,30,FALSE,4G
1561,733,10-02-2025,0.96,29,9,TRUE,4G
1562,2309,23-07-2025,0.31,87,41,FALSE,4G
1563,642,20-11-2025,1.85,69,13,TRUE,4G
1564,1330,03-04-2025,2.31,58,39,TRUE,4G
1565,3313,24-11-2025,1.33,53,31,FALSE,4G
1566,4750,16-04-2025,2.2,90,10,FALSE,5G
1567,864,24-01-2025,1.48,116,39,TRUE,5G
1568,1399,06-02-2025,1.01,115,4,FALSE,5G
1569,3595,29-06-2025,0.21,7,46,FALSE,4G
1570,1489,04-11-2025,1.44,63,44,TRUE,5G
1571,2144,07-02-2025,1.64,48,30,FALSE,5G
1572,5893,20-10-2025,1.1,112,48,TRUE,4G
1573,5881,23-08-2025,1.94,49,39,TRUE,5G
1574,4419,12-09-2025,2.65,10,41,TRUE,4G
1575,3504,24-12-2024,1.95,74,45,FALSE,4G
1576,5779,16-08-2025,2.84,31,25,TRUE,4G
1577,2954,31-03-2025,2.74,102,23,TRUE,4G
1578,3583,14-02-2025,1.64,39,11,FALSE,5G
1579,3460,17-10-2025,2.53,69,4,FALSE,5G
1580,2151,31-01-2025,1.12,24,42,FALSE,4G
1581,5854,21-05-2025,0.31,90,13,TRUE,4G
1582,2220,18-11-2025,2.31,63,34,TRUE,4G
1583,4924,06-12-2024,2.39,114,5,TRUE,5G
1584,38,21-02-2025,2.85,110,34,TRUE,4G
1585,3573,17-08-2025,1.93,81,47,FALSE,5G
1586,1335,12-05-2025,0.29,92,2,FALSE,5G
1587,4593,12-02-2025,1.3,75,41,TRUE,4G
1588,4744,11-09-2025,0.93,115,35,FALSE,5G
1589,3816,20-08-2025,1.82,85,29,FALSE,4G
1590,3433,19-04-2025,0.11,98,29,TRUE,5G
1591,3917,30-01-2025,2.27,113,16,TRUE,5G
1592,4336,12-08-2025,1.41,83,0,TRUE,4G
1593,3171,02-02-2025,2.96,106,36,TRUE,5G
1594,5640,10-07-2025,0.29,93,7,TRUE,5G
1595,21,16-01-2025,0.72,76,0,TRUE,5G
1596,5257,27-11-2024,1.41,111,47,FALSE,5G
1597,821,28-03-2025,1.15,56,34,FALSE,4G
1598,279,20-08-2025,1.77,111,20,TRUE,4G
1599,1389,27-12-2024,2.57,75,20,TRUE,5G
1600,5022,02-04-2025,2.54,9,8,FALSE,4G
1601,585,13-02-2025,1.2,84,23,TRUE,4G
1602,1595,13-03-2025,2.09,82,10,FALSE,5G
1603,3130,03-03-2025,2.64,48,1,FALSE,4G
1604,2355,26-12-2024,2.12,62,46,TRUE,5G
1605,2171,10-12-2024,0.29,35,9,FALSE,4G
1606,2046,02-11-2025,1.02,31,37,TRUE,5G
1607,649,19-04-2025,2.83,37,0,FALSE,4G
1608,1325,27-11-2024,2.47,3,31,TRUE,4G
1609,777,28-02-2025,2.78,95,8,FALSE,5G
1610,1202,28-10-2025,0.1,115,36,TRUE,4G
1611,2793,11-05-2025,2.31,7,0,FALSE,5G
1612,5614,23-06-2025,2.75,62,13,TRUE,5G
1613,2348,08-12-2024,1.36,73,46,FALSE,5G
1614,1206,19-11-2025,0.59,21,32,FALSE,5G
1615,3593,04-03-2025,0.78,49,7,FALSE,5G
1616,973,19-04-2025,1.86,107,37,TRUE,5G
1617,4510,07-06-2025,2.71,48,47,FALSE,5G
1618,1686,20-12-2024,2.99,31,35,TRUE,4G
1619,5446,20-01-2025,2.83,79,14,FALSE,4G
1620,49,20-12-2024,2.14,89,14,FALSE,4G
1621,4751,06-10-2025,0.87,89,21,TRUE,4G
1622,3822,14-09-2025,0.7,101,0,TRUE,5G
1623,3457,21-12-2024,2.1,37,35,FALSE,5G
1624,5408,13-11-2025,0.88,108,20,TRUE,5G
1625,1639,21-09-2025,0.85,92,12,FALSE,4G
1626,3040,09-12-2024,1.24,60,3,FALSE,5G
1627,3560,28-12-2024,2.14,72,22,TRUE,5G
1628,2266,09-04-2025,1.83,14,34,TRUE,5G
1629,1937,15-07-2025,2.63,20,29,FALSE,5G
1630,1102,23-01-2025,1.04,119,3,FALSE,5G
1631,5733,09-06-2025,2.31,39,10,TRUE,4G
1632,4888,30-07-2025,2.57,97,19,FALSE,4G
1633,2849,17-05-2025,1.24,105,49,FALSE,4G
1634,4645,30-04-2025,1.87,51,32,TRUE,5G
