complaint_id,customer_id,complaint_date,category,description,status,priority,agent
1272,4401,22-04-2025,Other,Sample complaint description,Open,High,Rebecca
1273,3963,02-01-2024,SIM Issue,Sample complaint description,Open,High,Leslie
1274,5061,31-10-2024,Network Issue,Sample complaint description,Open,High,Ann
1275,5820,07-04-2025,Other,Sample complaint description,Closed,Medium,Valerie
1276,287,24-09-2025,Other,Sample complaint description,Closed,Medium,Jillian
1277,5312,07-12-2023,SIM Issue,Sample complaint description,Open,High,Pamela
1278,4626,25-06-2024,Other,Sample complaint description,Open,High,Timothy
1279,5740,02-01-2025,Billing Issue,Sample complaint description,In Progress,Medium,Linda
1280,4658,11-04-2025,Billing Issue,Sample complaint description,In Progress,High,Jon
1281,4444,09-10-2025,Other,Sample complaint description,In Progress,Medium,Joseph
1282,1617,18-02-2025,SIM Issue,Sample complaint description,Closed,High,Phillip
1283,3709,23-08-2024,Billing Issue,Sample complaint description,In Progress,Low,Allison
1284,638,13-11-2024,Network Issue,Sample complaint description,Closed,High,Tracy
1285,1363,22-09-2025,Other,Sample complaint description,Closed,Low,Kevin
1286,101,12-04-2025,Billing Issue,Sample complaint description,Closed,High,Kim
1287,4983,30-03-2024,Network Issue,Sample complaint description,Closed,High,Kristen
1288,2726,03-04-2025,Other,Sample complaint description,Open,High,James
1289,271,31-03-2024,Network Issue,Sample complaint description,In Progress,High,Tom
1290,4445,10-03-2025,Billing Issue,Sample complaint description,Open,Low,Cory
1291,1701,02-10-2024,SIM Issue,Sample complaint description,In Progress,Low,James
1292,353,29-12-2024,SIM Issue,Sample complaint description,Open,Medium,Michael
1293,3820,10-03-2025,Billing Issue,Sample complaint description,Open,Low,Tara
1294,2177,29-11-2024,Other,Sample complaint description,In Progress,High,Brittany
1295,4328,22-03-2025,Billing Issue,Sample complaint description,In Progress,Medium,Theresa
1296,2266,14-03-2025,Network Issue,Sample complaint description,Closed,High,Gregory
1297,3537,24-01-2024,SIM Issue,Sample complaint description,Open,High,Rodney
1298,284,11-11-2025,Other,Sample complaint description,Open,Medium,Emma
1299,2690,02-10-2025,SIM Issue,Sample complaint description,Open,High,David
1300,335,11-03-2025,Network Issue,Sample complaint description,In Progress,Medium,Cynthia
1301,3683,01-05-2025,Network Issue,Sample complaint description,Closed,High,Dana
1302,4098,21-10-2024,SIM Issue,Sample complaint description,Closed,High,Jeanette
1303,919,30-04-2025,SIM Issue,Sample complaint description,Closed,High,Diane
1304,1676,12-06-2024,Network Issue,Sample complaint description,In Progress,Low,Andrew
1305,4062,07-12-2024,SIM Issue,Sample complaint description,In Progress,Medium,Glen
1306,2701,06-01-2024,Other,Sample complaint description,Open,High,John
1307,362,15-08-2025,Billing Issue,Sample complaint description,Closed,Low,Emma
1308,4709,14-06-2025,Billing Issue,Sample complaint description,In Progress,High,Marc
1309,5108,22-08-2024,Other,Sample complaint description,In Progress,Low,Claudia
1310,1555,11-07-2024,Billing Issue,Sample complaint description,In Progress,Low,Sheila
1311,926,08-02-2024,Other,Sample complaint description,Closed,High,Kayla
1312,851,18-07-2024,Billing Issue,Sample complaint description,In Progress,Low,James
1313,2524,02-10-2024,Billing Issue,Sample complaint description,Closed,Low,Raymond
1314,2199,19-12-2024,SIM Issue,Sample complaint description,Open,High,Kevin
1315,1377,23-03-2025,Network Issue,Sample complaint description,Closed,Medium,Daniel
1316,3587,01-08-2024,Billing Issue,Sample complaint description,In Progress,Medium,Daniel
1317,1211,24-02-2024,Network Issue,Sample complaint description,Closed,Low,Jamie
1318,2999,10-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Roberto
1319,3720,19-07-2025,Billing Issue,Sample complaint description,Closed,High,Diana
1320,706,31-10-2024,Other,Sample complaint description,Closed,Medium,Sarah
1321,5620,21-05-2024,Other,Sample complaint description,In Progress,High,Carrie
1322,3574,03-04-2024,Billing Issue,Sample complaint description,Open,Low,Melissa
1323,1280,11-01-2024,SIM Issue,Sample complaint description,Open,Low,Deanna
1324,3425,01-01-2025,Billing Issue,Sample complaint description,In Progress,Low,Raymond
1325,1540,03-08-2024,SIM Issue,Sample complaint description,In Progress,High,Isaac
1326,2130,16-01-2025,Network Issue,Sample complaint description,Open,Medium,Susan
1327,274,25-06-2024,SIM Issue,Sample complaint description,Open,Low,Gary
1328,4552,09-10-2025,Network Issue,Sample complaint description,In Progress,High,Derrick
1329,2654,13-01-2024,SIM Issue,Sample complaint description,Closed,Medium,Dawn
1330,5648,05-11-2025,SIM Issue,Sample complaint description,Open,Medium,Robert
1331,3569,27-10-2025,SIM Issue,Sample complaint description,In Progress,Low,Marcus
1332,4167,20-09-2025,Billing Issue,Sample complaint description,Closed,Medium,David
1333,3751,17-04-2025,Billing Issue,Sample complaint description,Open,High,Nathan
1334,4123,30-12-2023,SIM Issue,Sample complaint description,Closed,High,Brian
1335,3384,28-09-2024,Other,Sample complaint description,Open,High,Vincent
1336,81,12-06-2025,SIM Issue,Sample complaint description,Open,Low,Hannah
1337,989,15-03-2025,Other,Sample complaint description,Closed,High,Connie
1338,251,29-06-2025,Network Issue,Sample complaint description,Closed,High,Michelle
1339,4225,22-02-2025,SIM Issue,Sample complaint description,Closed,Medium,Amanda
1340,985,14-10-2025,Billing Issue,Sample complaint description,Open,High,Patrick
1341,109,25-10-2025,Network Issue,Sample complaint description,Closed,Low,Brittany
1342,5570,24-02-2024,Network Issue,Sample complaint description,In Progress,Low,Zoe
1343,2855,09-02-2025,Billing Issue,Sample complaint description,In Progress,Medium,Carly
1344,1974,11-04-2024,Other,Sample complaint description,Open,Low,Allison
1345,1777,24-05-2024,Other,Sample complaint description,In Progress,Medium,Emma
1346,2172,02-06-2024,Network Issue,Sample complaint description,In Progress,High,Dakota
1347,4725,10-11-2024,SIM Issue,Sample complaint description,Open,Medium,George
1348,2680,10-09-2025,SIM Issue,Sample complaint description,In Progress,Low,Aimee
1349,2560,25-12-2023,SIM Issue,Sample complaint description,Closed,High,Ivan
1350,613,11-04-2024,SIM Issue,Sample complaint description,Open,Low,Michael
1351,3572,10-10-2025,Billing Issue,Sample complaint description,Closed,High,Miguel
1352,4449,05-06-2025,SIM Issue,Sample complaint description,Open,Low,Alicia
1353,4865,12-02-2025,Other,Sample complaint description,In Progress,Medium,Ann
1354,511,11-12-2023,Network Issue,Sample complaint description,Open,Low,Monique
1355,3012,15-12-2023,Other,Sample complaint description,Closed,High,Anthony
1356,4770,10-09-2025,Billing Issue,Sample complaint description,Open,High,Cynthia
1357,903,25-04-2025,Network Issue,Sample complaint description,Closed,High,Christopher
1358,3475,29-12-2023,Billing Issue,Sample complaint description,Open,Low,Christina
1359,1225,24-02-2024,Network Issue,Sample complaint description,In Progress,Medium,Phillip
1360,3930,04-04-2025,Other,Sample complaint description,Closed,High,Dustin
1361,1740,17-08-2024,Other,Sample complaint description,In Progress,High,Elijah
1362,2652,07-07-2024,Network Issue,Sample complaint description,In Progress,Medium,James
1363,2540,13-10-2025,Network Issue,Sample complaint description,Open,High,George
1364,852,04-12-2023,SIM Issue,Sample complaint description,Closed,Medium,Anna
1365,4843,03-02-2024,Network Issue,Sample complaint description,Open,High,Edward
1366,3611,15-11-2025,SIM Issue,Sample complaint description,Closed,Medium,Margaret
1367,1063,15-03-2024,Other,Sample complaint description,In Progress,High,Larry
1368,1469,13-02-2024,SIM Issue,Sample complaint description,Open,Medium,Sarah
1369,5703,22-01-2024,Billing Issue,Sample complaint description,In Progress,High,Brian
1370,540,20-02-2025,Billing Issue,Sample complaint description,In Progress,High,Billy
1371,5917,25-01-2024,SIM Issue,Sample complaint description,Closed,Medium,Cheryl
1372,4430,17-06-2024,Billing Issue,Sample complaint description,In Progress,High,Jamie
1373,1953,26-01-2025,SIM Issue,Sample complaint description,Open,High,Christine
1374,5019,24-01-2024,Network Issue,Sample complaint description,Open,Medium,Jessica
1375,1491,14-10-2025,Billing Issue,Sample complaint description,In Progress,Medium,Tanya
1376,2351,22-10-2025,Network Issue,Sample complaint description,Open,Medium,Caitlin
1377,818,12-08-2025,SIM Issue,Sample complaint description,Open,Medium,Gregory
1378,233,30-01-2025,Billing Issue,Sample complaint description,Open,High,Zachary
1379,5400,29-09-2025,SIM Issue,Sample complaint description,In Progress,Low,Shannon
1380,5441,20-07-2025,Network Issue,Sample complaint description,Closed,Low,Dominic
1381,887,02-12-2023,SIM Issue,Sample complaint description,Closed,High,Daniel
1382,1248,18-10-2024,Other,Sample complaint description,Closed,Low,Bianca
1383,3973,26-12-2024,Other,Sample complaint description,Open,High,Elizabeth
1384,307,27-02-2024,Billing Issue,Sample complaint description,In Progress,Low,Katie
1385,2282,31-03-2024,SIM Issue,Sample complaint description,Open,Medium,Carrie
1386,5179,22-10-2025,SIM Issue,Sample complaint description,In Progress,High,Frank
1387,3473,25-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Karen
1388,463,12-06-2025,SIM Issue,Sample complaint description,In Progress,Medium,Caleb
1389,1652,05-12-2024,Network Issue,Sample complaint description,In Progress,High,Robert
1390,1460,23-10-2024,Other,Sample complaint description,Open,Medium,Joseph
1391,1515,29-04-2025,Other,Sample complaint description,Open,High,Jodi
1392,3618,10-03-2024,SIM Issue,Sample complaint description,Open,High,Jonathan
1393,5363,24-05-2025,SIM Issue,Sample complaint description,In Progress,Medium,Stephen
1394,5313,12-09-2025,Other,Sample complaint description,Open,Low,Jessica
1395,4096,10-03-2024,SIM Issue,Sample complaint description,Open,High,Molly
1396,874,21-04-2024,SIM Issue,Sample complaint description,Closed,Low,Michael
1397,3046,13-03-2024,Billing Issue,Sample complaint description,In Progress,Medium,Felicia
1398,847,04-05-2025,SIM Issue,Sample complaint description,In Progress,Low,Jeffrey
1399,5236,14-06-2025,Other,Sample complaint description,In Progress,High,Tara
1400,2939,18-11-2024,Billing Issue,Sample complaint description,In Progress,Medium,Mariah
1401,3385,13-03-2024,Network Issue,Sample complaint description,Closed,Low,Jennifer
1402,849,11-06-2024,Other,Sample complaint description,Open,Low,Robin
1403,5649,02-11-2025,Other,Sample complaint description,Open,Medium,Melissa
1404,450,22-04-2025,Billing Issue,Sample complaint description,Open,High,Ashley
1405,3900,21-12-2024,SIM Issue,Sample complaint description,Closed,Medium,James
1406,5915,27-03-2025,Other,Sample complaint description,In Progress,Medium,Jeremy
1407,1320,07-12-2023,Network Issue,Sample complaint description,Closed,Medium,Rachel
1408,854,18-04-2025,Network Issue,Sample complaint description,Closed,Low,Kevin
1409,999,09-06-2024,Network Issue,Sample complaint description,Open,Low,David
1410,4009,06-12-2024,Network Issue,Sample complaint description,In Progress,Medium,Kristen
1411,798,09-01-2024,Network Issue,Sample complaint description,Open,High,Debra
1412,2625,07-05-2024,Billing Issue,Sample complaint description,Open,High,Rebecca
1413,210,28-04-2024,Other,Sample complaint description,Open,Low,Catherine
1414,5874,14-09-2025,Other,Sample complaint description,Closed,Low,Tony
1415,4042,21-05-2025,Billing Issue,Sample complaint description,Closed,Medium,Andrea
1416,2993,11-08-2024,SIM Issue,Sample complaint description,Open,High,Nancy
1417,127,27-09-2024,Billing Issue,Sample complaint description,Closed,High,Steve
1418,1509,11-04-2024,Billing Issue,Sample complaint description,Closed,High,Abigail
1419,2271,14-01-2025,Network Issue,Sample complaint description,Closed,Medium,Theresa
1420,327,02-10-2025,SIM Issue,Sample complaint description,Closed,Low,Matthew
1421,3543,22-02-2025,Other,Sample complaint description,Open,Low,William
1422,1182,06-06-2024,Network Issue,Sample complaint description,In Progress,Low,Vanessa
1423,5370,01-03-2024,Network Issue,Sample complaint description,Open,Medium,Jon
1424,3539,28-02-2024,SIM Issue,Sample complaint description,Closed,Medium,Hailey
1425,4131,17-07-2024,SIM Issue,Sample complaint description,Closed,Medium,Jane
1426,3400,11-07-2024,Other,Sample complaint description,Open,Medium,Jonathan
1427,5690,29-11-2024,Billing Issue,Sample complaint description,In Progress,Medium,Mitchell
1428,5247,11-12-2024,Billing Issue,Sample complaint description,Open,High,Jennifer
1429,2663,10-05-2024,Other,Sample complaint description,Closed,Low,Kevin
1430,4454,21-08-2024,Other,Sample complaint description,Closed,Low,Pamela
1431,4732,17-01-2024,SIM Issue,Sample complaint description,In Progress,Medium,Paul
1432,5254,24-06-2025,Network Issue,Sample complaint description,Closed,Medium,Jessica
1433,98,21-12-2023,SIM Issue,Sample complaint description,Open,Low,Natalie
1434,5383,18-05-2025,Billing Issue,Sample complaint description,Closed,Medium,David
1435,1820,11-08-2025,Billing Issue,Sample complaint description,Open,High,Joshua
1436,3303,15-08-2025,SIM Issue,Sample complaint description,In Progress,Medium,Erica
1437,2977,25-06-2025,Other,Sample complaint description,Open,High,Linda
1438,1961,14-07-2024,Other,Sample complaint description,Closed,High,Philip
1439,198,26-06-2024,Network Issue,Sample complaint description,In Progress,Low,Craig
1440,768,02-07-2024,SIM Issue,Sample complaint description,Open,Medium,Julie
1441,1349,04-05-2025,Network Issue,Sample complaint description,Open,Medium,Nicole
1442,3432,14-07-2025,Network Issue,Sample complaint description,Closed,Low,Jenna
1443,3613,18-02-2024,Billing Issue,Sample complaint description,In Progress,High,James
1444,1786,01-09-2024,Network Issue,Sample complaint description,Closed,Medium,Monica
1445,2651,15-12-2024,Billing Issue,Sample complaint description,Closed,Medium,William
1446,2027,05-12-2024,Other,Sample complaint description,Closed,Medium,Paul
1447,4327,08-03-2025,Other,Sample complaint description,Closed,Medium,James
1448,87,21-04-2025,SIM Issue,Sample complaint description,In Progress,Low,George
1449,2859,16-07-2025,Network Issue,Sample complaint description,In Progress,High,Kimberly
1450,4667,15-01-2024,Other,Sample complaint description,Closed,Low,Daniel
1451,1529,02-02-2024,Other,Sample complaint description,Closed,High,Brandy
1452,2226,23-05-2025,Network Issue,Sample complaint description,Open,Medium,Jasmine
1453,4175,26-02-2024,Billing Issue,Sample complaint description,Open,High,Alicia
1454,5123,05-10-2025,Other,Sample complaint description,Closed,High,Laura
1455,1163,05-10-2024,Network Issue,Sample complaint description,In Progress,Low,Jeffrey
1456,721,18-07-2024,SIM Issue,Sample complaint description,Closed,Medium,Terri
1457,652,13-05-2025,Billing Issue,Sample complaint description,In Progress,Medium,Darin
1458,2687,02-05-2024,SIM Issue,Sample complaint description,In Progress,High,Sandra
1459,418,21-11-2025,SIM Issue,Sample complaint description,Closed,High,Kelsey
1460,4359,24-11-2025,Billing Issue,Sample complaint description,Closed,High,Doris
1461,2471,03-10-2025,Network Issue,Sample complaint description,In Progress,Medium,Wendy
1462,5995,16-08-2024,Billing Issue,Sample complaint description,In Progress,High,Robert
1463,3046,31-12-2023,Other,Sample complaint description,Closed,Low,Katherine
1464,3700,18-10-2025,SIM Issue,Sample complaint description,Closed,Medium,Timothy
1465,1833,29-03-2025,Other,Sample complaint description,In Progress,High,Jeffery
1466,1844,05-08-2025,Network Issue,Sample complaint description,Closed,High,Andrew
1467,242,01-06-2024,SIM Issue,Sample complaint description,Closed,High,Richard
1468,1731,27-01-2025,Other,Sample complaint description,Open,Low,Sarah
1469,2598,20-06-2025,Network Issue,Sample complaint description,Closed,Low,Bryan
1470,2296,18-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Kristy
1471,4223,12-02-2025,Billing Issue,Sample complaint description,Open,Low,Robert
1472,249,22-01-2025,Billing Issue,Sample complaint description,In Progress,Low,Keith
1473,832,15-12-2023,Other,Sample complaint description,Open,Medium,Latoya
1474,1498,18-08-2025,Other,Sample complaint description,Open,Low,Erik
1475,736,25-10-2025,Other,Sample complaint description,Closed,Low,Matthew
1476,2578,04-05-2024,Other,Sample complaint description,Closed,Medium,Kelly
1477,3677,14-11-2025,Billing Issue,Sample complaint description,Open,Low,Rebecca
1478,24,05-02-2024,Network Issue,Sample complaint description,Closed,Medium,Sharon
1479,4928,02-02-2024,Network Issue,Sample complaint description,Closed,High,Joshua
1480,3168,30-05-2024,Network Issue,Sample complaint description,Open,High,Nancy
1481,824,26-04-2024,Billing Issue,Sample complaint description,Closed,Low,Robin
1482,1090,29-11-2023,SIM Issue,Sample complaint description,In Progress,High,Jack
1483,2845,01-07-2025,Network Issue,Sample complaint description,Closed,Medium,Nicholas
1484,2447,07-11-2024,Other,Sample complaint description,Open,High,James
1485,4589,20-01-2024,SIM Issue,Sample complaint description,Closed,Medium,Karen
1486,5044,06-05-2025,SIM Issue,Sample complaint description,In Progress,Low,Stephen
1487,2684,16-02-2024,Network Issue,Sample complaint description,In Progress,Low,Matthew
1488,5596,03-11-2025,Billing Issue,Sample complaint description,In Progress,Medium,Nathan
1489,1743,30-11-2023,Network Issue,Sample complaint description,Open,Low,Robert
1490,590,07-08-2025,Network Issue,Sample complaint description,Open,Medium,Brian
1491,4417,21-05-2024,SIM Issue,Sample complaint description,In Progress,Low,Angela
1492,759,31-08-2024,Network Issue,Sample complaint description,Open,Medium,Teresa
1493,5607,03-02-2025,Other,Sample complaint description,Open,High,Christopher
1494,3344,01-12-2023,SIM Issue,Sample complaint description,Open,Low,Samantha
1495,1519,20-11-2025,SIM Issue,Sample complaint description,Open,Medium,Julia
1496,2236,18-09-2025,Other,Sample complaint description,Open,Low,Michael
1497,4253,13-11-2024,Billing Issue,Sample complaint description,In Progress,Medium,Melinda
1498,4521,15-03-2024,Billing Issue,Sample complaint description,In Progress,High,Brandon
1499,2438,30-08-2025,Other,Sample complaint description,Closed,Low,Jeffrey
1500,3646,17-03-2025,SIM Issue,Sample complaint description,Open,High,Nathan
1501,5440,24-03-2024,Other,Sample complaint description,Open,High,Michelle
1502,3472,13-12-2023,SIM Issue,Sample complaint description,In Progress,Medium,Judy
1503,294,07-06-2024,SIM Issue,Sample complaint description,Closed,Low,Nathaniel
1504,2981,12-05-2024,Network Issue,Sample complaint description,Closed,Low,Catherine
1505,3447,26-06-2024,Billing Issue,Sample complaint description,Closed,Medium,Rebecca
1506,2911,18-10-2024,SIM Issue,Sample complaint description,In Progress,Medium,Janet
1507,393,29-07-2025,Other,Sample complaint description,In Progress,High,Kathryn
1508,2601,19-08-2025,Billing Issue,Sample complaint description,Closed,Medium,Gina
1509,3579,25-03-2025,Other,Sample complaint description,Closed,Medium,Frank
1510,424,09-08-2025,Other,Sample complaint description,In Progress,High,James
1511,3252,18-07-2025,Other,Sample complaint description,Closed,High,Jessica
1512,4948,02-03-2025,Other,Sample complaint description,Open,High,Ruben
1513,248,04-08-2024,SIM Issue,Sample complaint description,In Progress,High,Raven
1514,4712,02-11-2024,SIM Issue,Sample complaint description,Open,Medium,Abigail
1515,820,06-12-2023,Billing Issue,Sample complaint description,Closed,High,Jacqueline
1516,2870,01-03-2025,Billing Issue,Sample complaint description,In Progress,High,Christopher
1517,1710,29-08-2025,Network Issue,Sample complaint description,In Progress,Medium,Elizabeth
1518,4099,09-06-2024,Billing Issue,Sample complaint description,In Progress,Medium,Tara
1519,4878,27-03-2025,Billing Issue,Sample complaint description,Closed,Medium,Jennifer
1520,2647,31-05-2025,Other,Sample complaint description,In Progress,Low,Cody
1521,3889,30-12-2023,Network Issue,Sample complaint description,In Progress,Medium,Todd
1522,930,24-12-2023,Network Issue,Sample complaint description,Open,High,Victoria
1523,299,24-11-2024,Network Issue,Sample complaint description,Closed,Medium,Kimberly
1524,403,13-09-2025,Other,Sample complaint description,Closed,High,Carolyn
1525,5630,15-12-2024,Other,Sample complaint description,Closed,Medium,Sarah
1526,1049,10-10-2024,Billing Issue,Sample complaint description,Open,Low,Kristopher
1527,2748,13-01-2025,Network Issue,Sample complaint description,Open,High,Angela
1528,3645,04-07-2024,Network Issue,Sample complaint description,Open,Medium,Jennifer
1529,4470,23-05-2024,Billing Issue,Sample complaint description,Open,Medium,Gregory
1530,5424,15-12-2023,Network Issue,Sample complaint description,Open,Medium,Chelsea
1531,1436,18-03-2025,SIM Issue,Sample complaint description,Closed,Medium,Frank
1532,1100,04-12-2023,Other,Sample complaint description,Closed,High,David
1533,407,27-02-2025,Network Issue,Sample complaint description,Closed,Medium,Cody
1534,2991,25-07-2025,Billing Issue,Sample complaint description,In Progress,Medium,Erin
1535,2568,10-12-2024,Network Issue,Sample complaint description,In Progress,Medium,Michael
1536,4965,03-01-2024,SIM Issue,Sample complaint description,In Progress,High,Stacey
1537,2193,01-08-2024,SIM Issue,Sample complaint description,Open,Low,Rebecca
1538,5521,23-07-2024,Other,Sample complaint description,Open,High,Madison
1539,5038,07-07-2025,SIM Issue,Sample complaint description,In Progress,High,Linda
1540,3765,07-03-2025,SIM Issue,Sample complaint description,In Progress,Medium,Catherine
1541,473,26-10-2024,Network Issue,Sample complaint description,Open,High,William
1542,3430,03-08-2025,Other,Sample complaint description,Closed,Low,Michael
1543,128,22-04-2024,Other,Sample complaint description,In Progress,Medium,Timothy
1544,3554,07-11-2024,Other,Sample complaint description,Open,Low,Danielle
1545,753,14-08-2025,Network Issue,Sample complaint description,In Progress,High,Rebecca
1546,3567,14-05-2024,Billing Issue,Sample complaint description,Open,Low,Eric
1547,5611,01-03-2025,SIM Issue,Sample complaint description,Closed,High,Joseph
1548,2909,04-04-2024,Other,Sample complaint description,In Progress,Low,Christine
1549,1741,20-02-2025,Billing Issue,Sample complaint description,In Progress,Low,Katelyn
1550,928,25-12-2023,SIM Issue,Sample complaint description,Closed,Medium,Joshua
1551,5151,12-11-2024,Network Issue,Sample complaint description,Closed,Medium,Nathaniel
1552,93,16-07-2025,Other,Sample complaint description,Closed,High,Chad
1553,979,01-06-2024,Other,Sample complaint description,Open,High,Sarah
1554,2623,29-09-2024,Billing Issue,Sample complaint description,In Progress,Medium,Gloria
1555,5748,30-08-2024,Other,Sample complaint description,In Progress,Medium,Nathaniel
1556,4719,02-11-2024,Billing Issue,Sample complaint description,Closed,High,Ryan
1557,2859,10-05-2025,Billing Issue,Sample complaint description,Closed,Medium,Dominique
1558,3544,06-08-2025,Other,Sample complaint description,In Progress,Medium,Sherry
1559,1697,13-09-2025,Other,Sample complaint description,Open,Low,Mitchell
1560,2715,02-09-2024,SIM Issue,Sample complaint description,In Progress,High,Caitlin
1561,3739,27-01-2024,SIM Issue,Sample complaint description,Closed,High,Lori
1562,2656,30-11-2024,Billing Issue,Sample complaint description,Open,Medium,Colleen
1563,4258,05-08-2025,Billing Issue,Sample complaint description,Closed,Low,Jeremy
1564,2424,17-10-2024,SIM Issue,Sample complaint description,Closed,High,Ronnie
1565,4953,23-12-2024,Billing Issue,Sample complaint description,In Progress,High,Elizabeth
1566,4913,13-02-2025,Billing Issue,Sample complaint description,Closed,Medium,Daniel
1567,2268,19-07-2024,Network Issue,Sample complaint description,In Progress,Low,Teresa
1568,3275,25-05-2025,Other,Sample complaint description,Open,Medium,Cynthia
1569,5178,12-03-2025,Billing Issue,Sample complaint description,Closed,Low,Amanda
1570,4487,22-01-2025,Other,Sample complaint description,Open,High,Daniel
1571,5691,02-04-2025,Billing Issue,Sample complaint description,Closed,Medium,John
1572,3590,08-10-2025,SIM Issue,Sample complaint description,Closed,High,Robert
1573,1605,09-04-2024,Billing Issue,Sample complaint description,Closed,Low,Dana
1574,2793,26-11-2024,Network Issue,Sample complaint description,In Progress,High,Albert
1575,5094,25-11-2025,SIM Issue,Sample complaint description,Open,Low,Mark
1576,1507,02-04-2024,Other,Sample complaint description,In Progress,Low,Jesse
1577,5059,29-11-2023,Other,Sample complaint description,Open,Low,Mark
1578,5662,11-05-2025,Billing Issue,Sample complaint description,In Progress,Medium,Andrew
1579,1136,02-02-2024,Other,Sample complaint description,Closed,Medium,Kevin
1580,3959,02-10-2024,Other,Sample complaint description,Closed,Medium,Jill
1581,543,12-03-2025,Other,Sample complaint description,In Progress,Low,Michelle
1582,2971,31-01-2025,Billing Issue,Sample complaint description,Open,Medium,Nicholas
1583,3442,25-05-2024,SIM Issue,Sample complaint description,In Progress,Medium,Logan
1584,5568,10-06-2025,Network Issue,Sample complaint description,In Progress,Medium,Pamela
1585,2521,25-02-2025,SIM Issue,Sample complaint description,In Progress,Medium,Michelle
1586,5527,31-08-2024,SIM Issue,Sample complaint description,In Progress,Low,Stephanie
1587,1872,18-12-2023,Billing Issue,Sample complaint description,In Progress,Low,Jennifer
1588,296,22-10-2025,Billing Issue,Sample complaint description,Open,Low,Jennifer
1589,3632,27-10-2024,SIM Issue,Sample complaint description,Closed,High,Kristin
1590,31,06-03-2025,SIM Issue,Sample complaint description,In Progress,Medium,Michael
1591,4652,09-11-2025,Other,Sample complaint description,In Progress,Medium,Richard
1592,1549,07-06-2025,Network Issue,Sample complaint description,In Progress,High,Alan
1593,278,29-12-2024,Network Issue,Sample complaint description,Open,Low,Rebecca
1594,3058,07-11-2024,Other,Sample complaint description,Open,High,Bernard
1595,2548,01-06-2025,Other,Sample complaint description,Closed,Low,Larry
1596,87,28-08-2025,Other,Sample complaint description,Closed,Medium,Christopher
1597,5016,19-08-2025,Other,Sample complaint description,Closed,Low,Michelle
1598,4724,10-03-2025,Other,Sample complaint description,Closed,Medium,Todd
1599,2603,12-12-2023,Network Issue,Sample complaint description,In Progress,High,Dennis
1600,4377,30-01-2024,Other,Sample complaint description,Open,Low,Charles
1601,4428,18-12-2024,Network Issue,Sample complaint description,In Progress,Low,Shelby
1602,3258,17-04-2024,Billing Issue,Sample complaint description,Open,Low,Tiffany
1603,4605,30-08-2025,Other,Sample complaint description,In Progress,Low,Amanda
1604,861,09-05-2025,SIM Issue,Sample complaint description,Open,Medium,Kenneth
1605,5702,08-07-2024,Billing Issue,Sample complaint description,In Progress,Medium,Frank
1606,2069,06-05-2024,SIM Issue,Sample complaint description,Open,High,Erik
1607,1937,30-01-2025,Billing Issue,Sample complaint description,Open,Low,Leon
1608,2399,24-05-2024,Billing Issue,Sample complaint description,In Progress,Low,Nicole
1609,1649,17-01-2025,SIM Issue,Sample complaint description,In Progress,Medium,Melinda
1610,1340,11-08-2025,SIM Issue,Sample complaint description,Closed,High,Christina
1611,2161,01-03-2025,SIM Issue,Sample complaint description,Closed,Low,Stephanie
1612,4247,11-12-2024,Other,Sample complaint description,Closed,Medium,Erik
1613,4722,17-09-2025,Billing Issue,Sample complaint description,In Progress,High,Joseph
1614,3654,20-05-2025,Billing Issue,Sample complaint description,Open,High,Jeffery
1615,4532,05-08-2025,Network Issue,Sample complaint description,Open,Medium,Michelle
1616,4593,05-12-2024,Billing Issue,Sample complaint description,Open,Low,Leah
1617,3697,16-09-2024,Billing Issue,Sample complaint description,Closed,Medium,Melissa
1618,1647,14-04-2025,Billing Issue,Sample complaint description,Open,Low,James
1619,5984,29-06-2025,Other,Sample complaint description,In Progress,High,Victoria
1620,5950,22-12-2023,Other,Sample complaint description,Closed,Low,Jose
1621,4584,12-02-2024,Network Issue,Sample complaint description,Open,Medium,Andres
1622,4182,21-08-2024,Network Issue,Sample complaint description,Open,Low,Michelle
1623,1391,12-04-2025,SIM Issue,Sample complaint description,Closed,High,Billy
1624,1479,06-02-2024,Billing Issue,Sample complaint description,Closed,High,Melissa
1625,2030,03-09-2025,SIM Issue,Sample complaint description,Closed,High,Molly
1626,5508,11-11-2024,SIM Issue,Sample complaint description,Open,Low,Richard
1627,2314,08-08-2025,Other,Sample complaint description,In Progress,High,Holly
1628,3382,31-05-2024,SIM Issue,Sample complaint description,In Progress,Medium,Todd
1629,4536,05-02-2025,Billing Issue,Sample complaint description,In Progress,High,Christopher
1630,189,04-11-2024,Billing Issue,Sample complaint description,In Progress,Low,John
1631,5457,15-05-2024,Billing Issue,Sample complaint description,Open,Low,Mike
1632,209,03-01-2024,SIM Issue,Sample complaint description,In Progress,High,Steven
1633,5897,23-09-2025,Other,Sample complaint description,Open,Low,Elizabeth
1634,4407,03-09-2024,SIM Issue,Sample complaint description,Closed,High,Tracey
1635,4526,12-07-2024,Billing Issue,Sample complaint description,In Progress,High,Samantha
1636,2464,26-09-2024,Network Issue,Sample complaint description,In Progress,Low,Ethan
