call_id,customer_id,call_date,duration_minutes,call_type,location_city,location_state,network_quality
1129,4811,31-07-2025 18:35,13.53,Incoming,Thomasborough,Missouri,Poor
1130,423,03-02-2025 23:04,17.11,Incoming,East Jennifer,Vermont,Poor
1131,2785,22-02-2025 08:21,18.04,Outgoing,North Brian,Georgia,Average
1132,264,04-08-2025 13:23,19.1,Incoming,New Leah,West Virginia,Poor
1133,1572,16-04-2025 00:23,5.82,Outgoing,New Benjamin,Ohio,Poor
1134,3602,13-02-2025 16:05,10.33,Outgoing,West Tanyastad,Texas,Average
1135,426,11-08-2025 12:38,19.96,Outgoing,East Seth,Michigan,Average
1136,1636,30-10-2025 01:27,7.4,Outgoing,Jonesside,Mississippi,Good
1137,5687,03-03-2025 18:06,16.02,Outgoing,Terrymouth,Wisconsin,Good
1138,35,28-07-2025 19:51,7.95,Incoming,New Davidborough,California,Average
1139,72,24-01-2025 22:54,7.83,Incoming,Lake Michaelchester,Tennessee,Average
1140,1551,18-08-2025 14:08,12.37,Outgoing,Hayesberg,Kansas,Good
1141,3938,09-12-2024 09:20,13.58,Outgoing,Donnafort,Iowa,Good
1142,3412,17-09-2025 10:47,8.78,Outgoing,West Ronniebury,Nevada,Poor
1143,1599,04-08-2025 05:20,16.28,Incoming,Gonzaleschester,Rhode Island,Poor
1144,4840,04-03-2025 16:53,15.08,Incoming,Lake Vanessa,Wisconsin,Average
1145,2713,19-03-2025 02:43,7.39,Outgoing,Jeffreystad,Rhode Island,Good
1146,5926,23-12-2024 22:54,18.45,Incoming,Bradymouth,Colorado,Poor
1147,4997,02-08-2025 18:05,15.42,Incoming,Grantberg,California,Poor
1148,744,03-10-2025 13:45,2.75,Incoming,New Michele,Wyoming,Poor
1149,4247,26-03-2025 14:06,11,Outgoing,Hebertfort,Ohio,Good
1150,512,25-03-2025 04:56,15.3,Incoming,Calebmouth,Nevada,Average
1151,3802,19-05-2025 01:38,3.01,Incoming,North Amyborough,Colorado,Average
1152,3147,01-12-2024 17:36,12.39,Incoming,North Meganton,New Hampshire,Poor
1153,4918,15-08-2025 16:37,14.7,Incoming,Taramouth,Washington,Poor
1154,1078,03-12-2024 06:44,11.44,Incoming,Davismouth,California,Average
1155,2361,04-03-2025 05:19,9.3,Outgoing,Sarahchester,Iowa,Average
1156,2781,26-09-2025 16:07,16.05,Outgoing,New Thomasburgh,Wyoming,Poor
1157,2424,10-08-2025 02:36,7.49,Incoming,Port Alan,Colorado,Average
1158,2021,05-01-2025 11:20,7.04,Incoming,Shepherdburgh,Maine,Poor
1159,3826,05-06-2025 23:59,7.17,Incoming,Justintown,North Dakota,Poor
1160,5861,04-04-2025 09:16,7.61,Outgoing,Williamstown,New York,Good
1161,4963,05-03-2025 22:53,2.66,Outgoing,Lake Danaburgh,Georgia,Poor
1162,2262,05-06-2025 16:11,1.52,Outgoing,Bonillaview,Utah,Poor
1163,2062,05-03-2025 01:36,14.2,Outgoing,East Mary,Indiana,Poor
1164,2824,23-04-2025 03:56,2.25,Incoming,Anthonychester,North Dakota,Average
1165,4173,01-09-2025 10:15,8.09,Outgoing,North Stephen,Kansas,Poor
1166,4673,13-01-2025 18:31,15.87,Outgoing,South Mark,Indiana,Average
1167,1504,19-06-2025 22:27,13.8,Outgoing,South Michael,Alabama,Good
1168,942,19-10-2025 02:31,13.42,Incoming,Amberborough,Georgia,Poor
1169,5472,05-04-2025 15:53,4.33,Outgoing,North Christina,Maryland,Good
1170,876,03-01-2025 21:05,14.82,Incoming,Michaelberg,Maine,Poor
1171,833,25-10-2025 13:19,14.86,Incoming,Rosstown,Pennsylvania,Poor
1172,4581,16-10-2025 03:21,17.06,Outgoing,Port Sheila,New Hampshire,Good
1173,3142,18-05-2025 07:19,1.69,Outgoing,South Donald,Ohio,Good
1174,5166,13-01-2025 14:09,12.09,Outgoing,Bobbyland,Michigan,Average
1175,4645,19-01-2025 07:04,5.62,Outgoing,South Brianaberg,Wisconsin,Poor
1176,1133,10-03-2025 17:58,5.69,Incoming,Austinside,Massachusetts,Poor
1177,2210,02-12-2024 18:27,18.16,Incoming,Nancyberg,Maine,Good
1178,897,24-03-2025 13:05,8.34,Incoming,Port Adam,Nevada,Good
1179,2728,23-05-2025 10:36,0.75,Incoming,Michaelhaven,Alaska,Poor
1180,2980,25-06-2025 02:37,2.48,Incoming,Lake Jessica,Arkansas,Average
1181,1483,28-08-2025 09:43,7.04,Incoming,New Jessicaburgh,South Dakota,Poor
1182,276,29-12-2024 12:53,4.03,Outgoing,Port Steven,Georgia,Good
1183,3149,17-03-2025 07:45,18.14,Outgoing,West Brianberg,Missouri,Good
1184,520,29-01-2025 16:59,12.99,Outgoing,Josephtown,California,Average
1185,1957,20-11-2025 21:54,15.45,Incoming,Josephmouth,Iowa,Poor
1186,3962,14-03-2025 03:38,18.35,Outgoing,Port Jesse,Maryland,Good
1187,4984,16-10-2025 06:10,15.66,Outgoing,Gordonburgh,Washington,Poor
1188,2698,22-12-2024 03:11,13.14,Outgoing,Russellville,Kansas,Good
1189,4579,28-05-2025 22:11,2.07,Incoming,North Johnmouth,California,Good
1190,294,09-04-2025 13:06,19.54,Incoming,Davisport,Tennessee,Good
1191,94,29-08-2025 18:57,7.11,Incoming,Yorkborough,Maryland,Good
1192,5876,11-11-2025 00:45,7.11,Outgoing,East Laura,Nevada,Average
1193,1842,01-06-2025 08:33,5.84,Outgoing,Crawfordburgh,Wyoming,Average
1194,2180,18-10-2025 13:09,6.66,Incoming,Port Mary,Virginia,Average
1195,1200,04-05-2025 03:38,10.44,Outgoing,South Zoe,Tennessee,Average
1196,2426,06-05-2025 15:06,17.77,Incoming,Tammyberg,Texas,Good
1197,2500,26-01-2025 02:23,6.87,Outgoing,Port Annamouth,Wisconsin,Good
1198,3577,23-09-2025 05:20,16.66,Incoming,Anthonyburgh,Delaware,Good
1199,4037,20-11-2025 16:34,18.69,Outgoing,New Mark,Washington,Average
1200,2857,01-05-2025 13:22,15.72,Outgoing,Lake Michael,Minnesota,Good
1201,5739,27-08-2025 01:24,18.64,Outgoing,Avilaview,West Virginia,Average
1202,4537,07-06-2025 21:17,8.26,Incoming,Crystalmouth,New Hampshire,Average
1203,499,17-11-2025 18:53,7.93,Incoming,Chapmanside,Indiana,Average
1204,82,19-02-2025 16:38,5.04,Incoming,Jeffreyburgh,Michigan,Poor
1205,4932,12-12-2024 04:35,7.76,Incoming,Morganland,Oregon,Poor
1206,2930,12-08-2025 18:03,15.44,Outgoing,New Robinmouth,Kansas,Average
1207,1742,17-10-2025 03:17,1.87,Incoming,Rodriguezview,Tennessee,Good
1208,4620,04-03-2025 23:23,15.54,Incoming,South Robertside,Pennsylvania,Good
1209,4342,03-10-2025 12:04,4.66,Incoming,East Reginafurt,Mississippi,Average
1210,1029,15-07-2025 02:35,6.44,Outgoing,Oliviaville,North Dakota,Average
1211,2061,01-07-2025 11:51,11.07,Incoming,North Miranda,Oregon,Good
1212,1707,14-11-2025 06:42,8.84,Incoming,Lake Connie,Utah,Good
1213,4031,17-10-2025 16:49,16.33,Incoming,Port Theresa,Hawaii,Good
1214,2267,07-05-2025 23:26,16.31,Incoming,South Rebeccabury,Oklahoma,Good
1215,5216,23-03-2025 10:29,3.28,Outgoing,Fitzgeraldshire,Connecticut,Average
1216,5235,16-05-2025 19:01,4.93,Incoming,Victorshire,South Carolina,Average
1217,3029,05-01-2025 01:57,10.23,Incoming,Santosberg,Arkansas,Good
1218,3002,02-09-2025 14:42,5.91,Outgoing,East Josephborough,Utah,Poor
1219,5824,19-07-2025 11:32,15.48,Incoming,New Julieberg,Massachusetts,Average
1220,4685,13-05-2025 01:52,9.89,Outgoing,West Pamela,Louisiana,Good
1221,204,08-01-2025 19:22,7.97,Outgoing,Bryanville,Idaho,Poor
1222,2060,17-06-2025 21:33,1.93,Incoming,Lake Miranda,Colorado,Poor
1223,2203,09-04-2025 10:51,15.48,Incoming,Howardstad,Maine,Average
1224,4822,02-11-2025 18:12,0.71,Outgoing,East Amberport,North Carolina,Good
1225,5326,08-02-2025 22:31,16.03,Outgoing,West Christopher,New Hampshire,Good
1226,1772,18-04-2025 02:28,12.24,Incoming,Tracyside,Vermont,Average
1227,5451,30-04-2025 04:27,10.55,Outgoing,West Christine,Maryland,Poor
1228,3050,14-08-2025 18:40,14.79,Incoming,Leachville,South Carolina,Average
1229,4564,09-04-2025 01:04,1.71,Outgoing,Singhland,Missouri,Average
1230,5831,18-03-2025 03:21,16.26,Incoming,West Robert,Nevada,Good
1231,3982,08-09-2025 05:50,1.3,Outgoing,Stevensland,Illinois,Average
1232,3004,13-07-2025 22:56,4.99,Incoming,Farleystad,Arkansas,Good
1233,3505,25-05-2025 10:15,17.65,Outgoing,Madisonview,Illinois,Poor
1234,2030,03-06-2025 03:48,3.18,Incoming,Port Stacie,Washington,Average
1235,1575,21-05-2025 09:51,16.32,Outgoing,Port Daniel,Indiana,Average
1236,5208,21-12-2024 04:01,0.86,Incoming,East Aaron,Delaware,Poor
1237,2037,16-01-2025 07:45,2.28,Outgoing,Griffinland,New Mexico,Good
1238,3582,22-03-2025 10:22,18.46,Outgoing,West Richardtown,Missouri,Poor
1239,5767,04-10-2025 19:22,3.32,Outgoing,New Jessicashire,Minnesota,Good
1240,3271,21-01-2025 13:48,15.47,Incoming,Monicafurt,Maryland,Good
1241,4089,18-08-2025 07:52,8.57,Incoming,East Eric,Wyoming,Good
1242,2101,29-05-2025 06:41,3.37,Outgoing,Deannafort,North Dakota,Average
1243,3573,10-07-2025 20:23,3.02,Outgoing,West James,New Mexico,Poor
1244,5787,09-03-2025 05:38,2.42,Incoming,Jessicamouth,Hawaii,Average
1245,1008,06-09-2025 19:56,16.4,Incoming,Jonesland,Delaware,Average
1246,5805,15-03-2025 13:10,12.39,Incoming,Lake Jessica,Arizona,Average
1247,5945,23-05-2025 17:10,8.67,Incoming,North Brenda,West Virginia,Average
1248,1824,21-03-2025 22:12,4.27,Outgoing,Nelsonberg,Ohio,Good
1249,5424,21-06-2025 15:31,11.83,Outgoing,Dillonton,Kansas,Poor
1250,4525,12-01-2025 11:52,4.27,Incoming,South Aaronmouth,West Virginia,Poor
1251,5298,26-09-2025 16:35,2.97,Incoming,New Jennifertown,Illinois,Good
1252,2097,25-02-2025 05:13,15.92,Outgoing,Johnhaven,Michigan,Poor
1253,4019,15-01-2025 11:59,6.28,Incoming,West Graceton,Massachusetts,Poor
1254,960,26-11-2025 14:06,17.85,Outgoing,New Kellihaven,New Hampshire,Average
1255,381,06-02-2025 22:55,8.18,Incoming,East Elizabethstad,Massachusetts,Good
1256,4153,21-05-2025 20:06,7.47,Outgoing,Mccoyport,New Mexico,Good
1257,5023,25-02-2025 21:34,13.64,Outgoing,Bishopside,Rhode Island,Average
1258,2705,04-08-2025 23:29,17.19,Outgoing,West Patrickshire,Kansas,Good
1259,5448,31-07-2025 21:36,8,Outgoing,Port Alan,West Virginia,Good
1260,982,09-10-2025 00:03,0.76,Incoming,Griffithbury,Connecticut,Poor
1261,2032,09-12-2024 11:20,18.66,Outgoing,New Jeffreyton,Ohio,Average
1262,5802,22-12-2024 12:51,1.28,Outgoing,Westmouth,California,Average
1263,5314,11-02-2025 12:12,8.47,Outgoing,West Jasmine,New Jersey,Average
1264,3239,19-10-2025 09:49,6.44,Incoming,Smithland,Florida,Good
1265,2752,07-09-2025 15:37,7.57,Outgoing,Nguyenside,Virginia,Poor
1266,672,23-06-2025 06:48,17.35,Outgoing,Lake Mariah,Oregon,Poor
1267,456,12-04-2025 08:22,19.44,Incoming,South Lucasmouth,Florida,Average
1268,5867,20-02-2025 14:58,7.15,Incoming,Zimmermanbury,Louisiana,Poor
1269,5529,03-01-2025 05:13,8.51,Outgoing,Gonzalesfurt,Idaho,Poor
1270,3628,07-08-2025 08:34,5.22,Incoming,Lake Adrianfort,Minnesota,Poor
1271,180,12-03-2025 18:46,14.15,Incoming,New Karentown,Ohio,Good
1272,3086,04-09-2025 08:50,14.55,Incoming,Hallberg,Texas,Poor
1273,654,20-08-2025 15:10,5.71,Outgoing,Kimview,North Carolina,Good
1274,2540,13-02-2025 23:47,12.56,Incoming,Paulaberg,Montana,Good
1275,1399,19-03-2025 05:26,6.43,Outgoing,Tyronechester,California,Poor
1276,2653,17-05-2025 11:17,15.38,Outgoing,Lake Nicole,New Hampshire,Average
1277,3357,28-01-2025 16:14,4.93,Incoming,Martinberg,Pennsylvania,Average
1278,1015,05-01-2025 15:16,10.35,Outgoing,North Dylan,Oklahoma,Average
1279,5887,07-03-2025 02:58,9.23,Outgoing,South Josephton,Texas,Good
1280,3157,04-05-2025 00:23,17.48,Outgoing,Michaelmouth,Montana,Good
1281,5645,01-02-2025 17:38,16.31,Incoming,South Benjaminshire,Arkansas,Good
1282,5963,14-06-2025 14:06,19.9,Incoming,Codybury,Minnesota,Good
1283,2338,18-12-2024 11:07,16.17,Incoming,Robertsonfurt,New York,Average
1284,397,05-03-2025 00:07,13.56,Incoming,Marymouth,Maine,Poor
1285,1344,08-09-2025 08:44,5.27,Incoming,Brandonbury,Virginia,Good
1286,3558,10-06-2025 11:18,6.87,Outgoing,New Lisahaven,Wisconsin,Average
1287,5800,09-04-2025 10:35,1.92,Outgoing,North Emily,Mississippi,Good
1288,4781,22-03-2025 09:10,16.84,Incoming,Kathrynhaven,Arkansas,Good
1289,3639,15-05-2025 16:19,3.67,Incoming,New Lauren,Illinois,Average
1290,3380,31-12-2024 20:50,6.11,Outgoing,South Christian,North Carolina,Poor
1291,915,11-07-2025 03:04,1.95,Outgoing,West Amandaside,South Dakota,Average
1292,4399,02-12-2024 12:55,1.93,Incoming,West Amanda,Connecticut,Good
1293,5943,01-09-2025 22:42,1.8,Incoming,South Christopher,New Jersey,Good
1294,3284,14-12-2024 12:42,1.61,Outgoing,Hartberg,Colorado,Average
1295,4669,20-07-2025 13:24,16.71,Incoming,Huffmanstad,North Carolina,Good
1296,443,26-09-2025 17:58,4.86,Outgoing,East Aaron,South Carolina,Good
1297,3637,04-06-2025 16:34,1.45,Outgoing,Lake Thomas,Kentucky,Poor
1298,3451,06-04-2025 06:54,7.64,Outgoing,Madisonberg,Alabama,Good
1299,5346,25-05-2025 18:00,19.08,Incoming,Devonville,California,Poor
1300,3941,03-01-2025 05:02,19.53,Incoming,Thorntonport,Michigan,Average
1301,5293,22-08-2025 08:19,12.84,Incoming,Lake Evelyn,Texas,Poor
1302,4601,13-10-2025 11:19,13.93,Outgoing,South Michael,West Virginia,Good
1303,3283,23-08-2025 02:07,1.55,Outgoing,New Ricardomouth,Florida,Average
1304,4638,29-08-2025 00:46,8.67,Outgoing,Johnsonport,New Mexico,Poor
1305,2010,25-02-2025 01:45,10.11,Outgoing,Port Sarah,Missouri,Average
1306,5308,06-12-2024 21:07,7.66,Incoming,West Richardton,New Hampshire,Average
1307,573,17-06-2025 13:48,17.54,Outgoing,Josephview,Indiana,Poor
1308,2488,12-11-2025 01:52,12.85,Outgoing,Lake Barbara,Kentucky,Average
1309,466,30-12-2024 05:40,17.5,Incoming,West Amy,New York,Poor
1310,917,21-02-2025 06:40,14.69,Outgoing,Lake Stephen,Washington,Average
1311,1131,31-05-2025 19:45,19.62,Outgoing,Lake Brookebury,Utah,Good
1312,591,26-08-2025 19:37,7.42,Outgoing,Jessicaville,Idaho,Good
1313,3782,17-03-2025 12:09,12.08,Outgoing,Chanside,Connecticut,Poor
1314,3931,04-01-2025 20:45,11.43,Incoming,Elizabethhaven,Kentucky,Poor
1315,4065,27-03-2025 00:14,1.48,Incoming,Dawnview,Delaware,Poor
1316,1348,20-05-2025 05:51,18.48,Incoming,West Jenniferton,Alabama,Poor
1317,4163,01-12-2024 09:21,3.02,Outgoing,West Michelletown,Louisiana,Average
1318,1266,02-11-2025 09:23,7.33,Outgoing,Tannertown,Ohio,Average
1319,4751,10-10-2025 16:46,18.29,Outgoing,New Scott,Alabama,Average
1320,930,02-12-2024 13:07,18.48,Outgoing,Lake Isabel,Oklahoma,Average
1321,3779,22-07-2025 01:27,16.83,Outgoing,Levinemouth,Indiana,Poor
1322,2552,20-09-2025 19:58,2.12,Outgoing,North Cassie,Maine,Average
1323,5761,16-10-2025 13:29,16.99,Incoming,Millerview,South Carolina,Poor
1324,2617,18-11-2025 16:43,11.54,Outgoing,South Bailey,Nevada,Good
1325,3836,19-04-2025 04:48,17.32,Incoming,Gatestown,Alabama,Poor
1326,1568,15-11-2025 00:42,9.15,Outgoing,South Bradleyport,Kansas,Poor
1327,5601,12-05-2025 13:29,1.35,Outgoing,North Robertberg,Illinois,Poor
1328,5484,17-04-2025 17:55,16.41,Outgoing,West Donaldton,Maryland,Poor
1329,5875,27-09-2025 20:51,8.5,Outgoing,New Paulshire,Massachusetts,Average
1330,2305,07-11-2025 02:49,11.24,Incoming,West Nicolemouth,Missouri,Good
1331,3155,06-02-2025 15:29,7.46,Incoming,New Kyleberg,Hawaii,Average
1332,288,12-08-2025 02:51,1.43,Outgoing,Josephmouth,California,Poor
1333,840,26-05-2025 13:28,7.77,Outgoing,East Danielmouth,Alabama,Average
1334,4505,21-03-2025 15:24,16.31,Outgoing,North Kimberlychester,Iowa,Good
1335,1135,05-10-2025 15:48,8.38,Outgoing,Lake Jenniferfort,Kentucky,Good
1336,4723,15-10-2025 17:23,1.59,Outgoing,New Willie,Maine,Good
1337,5605,07-04-2025 06:41,4.65,Incoming,Hutchinsonland,Indiana,Average
1338,5647,10-05-2025 08:43,18.37,Incoming,Christopherstad,Maryland,Average
1339,68,02-10-2025 20:52,10.02,Incoming,Port Jo,Mississippi,Poor
1340,2682,19-06-2025 23:51,11.61,Outgoing,New James,Minnesota,Average
1341,1239,27-06-2025 13:13,19.18,Incoming,West Samanthahaven,Kansas,Poor
1342,2097,18-12-2024 12:33,14.81,Outgoing,Sherryfurt,Kansas,Good
1343,1437,13-11-2025 12:59,9.89,Outgoing,South Patricia,Washington,Poor
1344,3864,02-02-2025 19:39,5.34,Outgoing,Port John,Alaska,Poor
1345,2063,19-02-2025 03:02,2.36,Outgoing,Lopezport,Indiana,Poor
1346,2858,28-08-2025 09:29,2.78,Outgoing,East Calvinview,Kentucky,Poor
1347,1843,05-12-2024 11:21,4.74,Incoming,Lake Sarah,Pennsylvania,Good
1348,1958,20-04-2025 21:34,17.65,Outgoing,New Michaelburgh,West Virginia,Good
1349,433,06-08-2025 22:57,6.94,Incoming,Baileyfurt,Connecticut,Poor
1350,255,21-04-2025 08:15,7.21,Incoming,East Melissa,Missouri,Poor
1351,4837,15-09-2025 02:09,8.69,Outgoing,Ellisview,Maine,Good
1352,1944,06-05-2025 05:40,5.41,Outgoing,Toddland,Nebraska,Average
1353,73,04-05-2025 07:35,16.79,Incoming,Kristenport,Pennsylvania,Poor
1354,2269,03-02-2025 07:30,2.94,Incoming,Silvamouth,Utah,Average
1355,2994,19-02-2025 20:51,11.56,Outgoing,Curtismouth,Oklahoma,Poor
1356,2464,02-10-2025 15:16,9.23,Outgoing,Kevinstad,Rhode Island,Average
1357,5151,30-06-2025 12:05,17.52,Outgoing,Port Scottport,Idaho,Average
1358,3350,02-03-2025 04:00,8.67,Outgoing,Paigefort,Idaho,Poor
1359,5576,27-04-2025 05:15,20,Outgoing,West Gabriel,Wisconsin,Good
1360,720,02-11-2025 15:25,8.94,Incoming,West Kathleenshire,North Carolina,Good
1361,380,24-04-2025 09:44,13.32,Outgoing,Mariachester,Indiana,Good
1362,3984,10-02-2025 21:05,14.88,Outgoing,Elizabethfurt,California,Good
1363,2182,28-11-2025 01:26,3.62,Outgoing,Patrickport,Maryland,Good
1364,3135,21-06-2025 07:00,11.86,Outgoing,West Janet,Pennsylvania,Poor
1365,3627,16-06-2025 03:23,7.07,Outgoing,South Emily,Washington,Good
1366,2521,27-03-2025 17:06,8.76,Incoming,Port Janetton,Arizona,Average
1367,5577,22-06-2025 14:16,2.84,Incoming,Bergland,Ohio,Average
1368,2661,18-08-2025 03:13,2.41,Incoming,North Jenniferfort,Alabama,Poor
1369,1554,04-04-2025 08:05,15.1,Outgoing,New Tabitha,Massachusetts,Good
1370,922,27-10-2025 20:25,7.56,Incoming,North Rosechester,Wyoming,Average
1371,4001,07-07-2025 12:22,19,Outgoing,West Jeffrey,Maine,Average
1372,2242,06-05-2025 19:13,12.51,Incoming,New Ashley,Iowa,Average
1373,5441,23-05-2025 11:49,0.25,Outgoing,Danielletown,Maryland,Average
1374,2073,18-12-2024 09:18,2.18,Outgoing,Lake Charles,Georgia,Good
1375,3835,20-03-2025 02:12,6.61,Outgoing,Lake Michelle,Washington,Good
1376,868,24-05-2025 23:52,7.49,Outgoing,Lorifurt,Nevada,Poor
1377,4884,01-08-2025 06:52,0.6,Incoming,New Danielburgh,Florida,Poor
1378,2332,06-09-2025 17:29,3.73,Outgoing,Kristibury,New Jersey,Poor
1379,122,22-01-2025 18:27,11.51,Incoming,West Jessica,South Dakota,Average
1380,615,23-08-2025 12:45,7.26,Outgoing,Ericaview,West Virginia,Poor
1381,1596,01-09-2025 16:16,5.11,Outgoing,North Matthew,Indiana,Good
1382,1582,19-02-2025 02:53,17.9,Incoming,West Angiefurt,Vermont,Poor
1383,2121,16-07-2025 13:35,5.06,Outgoing,East Cynthia,Wyoming,Average
1384,332,04-05-2025 13:14,1.49,Incoming,Nortonmouth,Mississippi,Average
1385,3102,14-05-2025 21:47,0.8,Outgoing,South Tylerhaven,New Mexico,Good
1386,1286,20-08-2025 01:21,0.21,Outgoing,Flemingside,Mississippi,Poor
1387,2057,22-04-2025 07:07,5.32,Incoming,Perezport,Arizona,Average
1388,3686,10-04-2025 07:07,4.59,Outgoing,New Gregburgh,Pennsylvania,Average
1389,1732,29-04-2025 14:35,5.99,Outgoing,Pittmantown,Montana,Average
1390,2012,17-03-2025 01:50,4.68,Incoming,West Christopher,North Carolina,Poor
1391,3567,03-02-2025 07:13,18.64,Incoming,Kendraberg,Nebraska,Good
1392,2217,20-09-2025 08:37,18.63,Incoming,Cruzhaven,Alaska,Good
1393,3383,11-12-2024 09:30,6.93,Outgoing,Michellefurt,Michigan,Good
1394,5011,10-02-2025 22:04,9.26,Outgoing,Robertstad,New Hampshire,Poor
1395,1789,11-06-2025 14:58,5.66,Incoming,Maldonadofurt,Wyoming,Poor
1396,1358,05-12-2024 14:51,11.73,Incoming,Johnsonton,Georgia,Good
1397,4961,18-05-2025 04:34,1.93,Incoming,Marquezside,Indiana,Poor
1398,1754,02-11-2025 01:22,5.42,Outgoing,Dianeburgh,Ohio,Good
1399,5184,10-10-2025 16:56,4.77,Outgoing,North Denise,Maryland,Average
1400,5392,22-11-2025 19:41,6.74,Incoming,Shieldsmouth,North Carolina,Average
1401,3196,26-02-2025 17:32,16.7,Incoming,Rushville,Rhode Island,Poor
1402,561,17-01-2025 17:00,18.54,Outgoing,Laurieville,Kansas,Good
1403,5199,07-06-2025 16:55,13.13,Outgoing,West Rebecca,New York,Good
1404,2346,07-02-2025 03:26,13.9,Incoming,Paulafurt,Washington,Good
1405,4505,24-07-2025 08:14,4.85,Incoming,Port John,Idaho,Good
1406,4312,30-04-2025 23:45,7.41,Incoming,Wandashire,Michigan,Poor
1407,240,17-01-2025 17:05,12.93,Incoming,Benjaminville,Tennessee,Good
1408,3989,09-12-2024 15:21,4.84,Incoming,East Robertmouth,South Carolina,Poor
1409,3174,28-05-2025 23:49,8.81,Outgoing,Christinaport,Pennsylvania,Average
1410,3909,09-05-2025 13:53,11.24,Outgoing,Changland,Iowa,Average
1411,5475,24-01-2025 03:06,8.79,Incoming,Fernandofurt,Wisconsin,Poor
1412,3465,25-12-2024 21:16,0.99,Outgoing,Lake Kevin,Tennessee,Good
1413,2618,23-04-2025 21:32,1.54,Outgoing,Richardsonville,New Mexico,Average
1414,5764,24-10-2025 08:32,8.36,Outgoing,West Austin,New Hampshire,Poor
1415,1755,20-08-2025 15:42,7.23,Incoming,Alexandriafurt,Louisiana,Poor
1416,103,23-09-2025 02:41,7.96,Outgoing,Lake Thomas,South Dakota,Good
1417,32,23-06-2025 05:11,13.35,Incoming,South Russell,New Hampshire,Poor
1418,4009,14-07-2025 07:41,3.43,Incoming,Jenniferburgh,Pennsylvania,Good
1419,2309,29-01-2025 07:05,3.87,Incoming,Lake Dylan,South Dakota,Poor
1420,3729,13-04-2025 04:57,3.81,Incoming,Danabury,Arkansas,Good
1421,1707,23-05-2025 20:10,4.85,Outgoing,Rojastown,Washington,Average
1422,800,18-06-2025 20:05,3.9,Outgoing,Brownview,Mississippi,Average
1423,5554,09-08-2025 06:30,6.72,Incoming,East Markstad,Wyoming,Poor
1424,3404,25-07-2025 15:42,7.94,Outgoing,South Katherine,Iowa,Good
1425,1945,15-03-2025 20:20,11.34,Incoming,Loweryport,Massachusetts,Average
1426,4549,19-09-2025 19:43,16.93,Incoming,Brooksmouth,Maine,Average
1427,714,21-01-2025 14:45,10.44,Incoming,North John,Virginia,Average
1428,101,19-01-2025 18:56,7.64,Incoming,Vangburgh,Delaware,Average
1429,3200,11-08-2025 12:31,3.27,Incoming,Loribury,Alabama,Average
1430,2489,28-09-2025 08:38,6.82,Incoming,Blackwelltown,New Mexico,Poor
1431,2788,16-08-2025 05:51,11.09,Incoming,Thompsontown,Wyoming,Poor
1432,5435,02-02-2025 12:09,18.15,Incoming,Kelseyport,Arizona,Good
1433,5791,14-08-2025 22:57,9.36,Outgoing,New Christopher,Wisconsin,Poor
1434,867,23-11-2025 23:17,8.53,Outgoing,Gregoryberg,Connecticut,Poor
1435,789,25-11-2025 00:01,16.14,Incoming,Mollyview,Missouri,Average
1436,2867,08-06-2025 22:21,16.18,Incoming,Erinview,Virginia,Good
1437,3942,04-01-2025 09:17,9,Outgoing,North Jason,Washington,Good
1438,1414,22-05-2025 18:43,7.88,Incoming,North Jasonborough,Virginia,Good
1439,5105,12-05-2025 18:05,6.24,Incoming,Lake Kristin,Idaho,Average
1440,799,10-06-2025 19:03,14.44,Outgoing,West Robert,Iowa,Poor
1441,1111,15-07-2025 07:12,6.79,Incoming,Danielmouth,Delaware,Good
1442,3181,11-03-2025 17:24,6.25,Outgoing,Christiestad,Vermont,Good
1443,5998,21-08-2025 06:31,6.09,Outgoing,Michellechester,Alaska,Good
1444,4971,08-12-2024 13:03,2.12,Outgoing,Bellfurt,Connecticut,Poor
1445,5198,11-11-2025 06:48,3.53,Incoming,Port Michelleton,New Mexico,Average
1446,2126,06-12-2024 04:13,5.4,Outgoing,Charlesfort,Rhode Island,Average
1447,4657,11-02-2025 10:36,0.75,Outgoing,North Caitlinfurt,Connecticut,Average
1448,5524,28-12-2024 07:10,19.78,Outgoing,Reneeshire,California,Good
1449,5707,25-12-2024 11:24,10.54,Incoming,Adamview,Iowa,Poor
1450,4536,17-08-2025 11:43,7.74,Incoming,Jonesville,Vermont,Poor
1451,431,15-06-2025 04:45,2.45,Incoming,North Karenton,Maryland,Average
1452,2338,03-03-2025 10:38,16.84,Incoming,East Ryan,New Jersey,Poor
1453,2011,19-01-2025 21:23,10.6,Outgoing,Kylefort,North Dakota,Average
1454,340,17-04-2025 07:26,19.62,Outgoing,Ortiztown,West Virginia,Poor
1455,2073,17-07-2025 11:12,6.32,Outgoing,South Stephaniechester,South Dakota,Average
1456,4751,17-07-2025 03:27,14.43,Outgoing,Rachelside,New Jersey,Average
1457,3069,12-02-2025 23:01,19.3,Incoming,Lake Margaretville,Nevada,Good
1458,478,24-09-2025 20:00,0.7,Incoming,South Stephanie,Illinois,Average
1459,5423,19-03-2025 09:49,5.59,Incoming,Matthewmouth,West Virginia,Poor
1460,4114,23-03-2025 05:43,5.74,Incoming,Patriciaburgh,West Virginia,Average
1461,3966,15-08-2025 13:06,3.02,Outgoing,Phelpshaven,Washington,Poor
