plan_id,plan_name,price,validity_days,data_per_day_gb,sms_per_day,unlimited_calls,plan_type
1566,Airtel 299,499,56,1,300,FALSE,Prepaid
1567,Airtel 299,199,28,2,300,FALSE,Postpaid
1568,Airtel 399,499,56,3,200,FALSE,Postpaid
1569,Airtel 199,199,28,3,200,TRUE,Postpaid
1570,Airtel 199,399,84,1.5,100,TRUE,Postpaid
1571,Airtel 199,599,56,2,100,FALSE,Postpaid
1572,Airtel 199,299,84,1.5,100,TRUE,Postpaid
1573,Airtel 399,499,56,1.5,300,TRUE,Postpaid
1574,Airtel 399,199,56,3,100,TRUE,Prepaid
1575,Airtel 499,499,28,1,200,FALSE,Postpaid
1576,Airtel 199,399,84,2,100,FALSE,Prepaid
1577,Airtel 499,499,84,1,300,TRUE,Prepaid
1578,Airtel 399,499,84,1.5,300,FALSE,Postpaid
1579,Airtel 299,399,28,1.5,100,TRUE,Prepaid
1580,Airtel 299,199,84,2,100,FALSE,Prepaid
1581,Airtel 399,299,28,1.5,200,TRUE,Prepaid
1582,Airtel 399,499,28,1,100,FALSE,Postpaid
1583,Airtel 299,499,28,3,300,FALSE,Prepaid
1584,Airtel 499,199,56,1,300,FALSE,Prepaid
1585,Airtel 399,299,84,2,200,FALSE,Postpaid
1586,Airtel 499,199,84,1.5,100,TRUE,Postpaid
1587,Airtel 399,199,56,2,100,TRUE,Prepaid
1588,Airtel 199,599,56,2,100,TRUE,Prepaid
1589,Airtel 299,499,56,2,300,FALSE,Prepaid
1590,Airtel 299,599,56,2,100,FALSE,Postpaid
1591,Airtel 499,199,84,3,200,FALSE,Prepaid
1592,Airtel 499,199,84,3,200,TRUE,Postpaid
1593,Airtel 299,599,84,3,100,FALSE,Postpaid
1594,Airtel 199,199,28,1.5,100,FALSE,Prepaid
1595,Airtel 499,299,56,3,300,TRUE,Prepaid
1596,Airtel 299,199,56,1.5,100,FALSE,Prepaid
1597,Airtel 199,599,28,1.5,100,TRUE,Postpaid
1598,Airtel 399,399,28,2,100,FALSE,Postpaid
1599,Airtel 299,299,28,3,100,TRUE,Prepaid
1600,Airtel 299,499,84,2,200,TRUE,Postpaid
1601,Airtel 299,199,84,1.5,300,FALSE,Prepaid
1602,Airtel 299,199,56,1.5,100,TRUE,Postpaid
1603,Airtel 499,299,28,3,100,FALSE,Prepaid
1604,Airtel 399,599,56,3,200,FALSE,Prepaid
1605,Airtel 299,499,84,2,300,TRUE,Postpaid
1606,Airtel 499,399,84,3,200,TRUE,Postpaid
1607,Airtel 299,199,56,1,200,TRUE,Prepaid
1608,Airtel 199,599,84,3,300,FALSE,Prepaid
1609,Airtel 299,199,84,1,100,TRUE,Prepaid
1610,Airtel 499,399,28,2,300,TRUE,Postpaid
1611,Airtel 199,399,28,2,300,TRUE,Prepaid
1612,Airtel 199,399,84,2,200,TRUE,Postpaid
1613,Airtel 399,199,28,1.5,100,FALSE,Prepaid
1614,Airtel 499,599,56,2,200,TRUE,Prepaid
1615,Airtel 199,399,28,1,200,FALSE,Prepaid
1616,Airtel 499,399,28,3,300,FALSE,Prepaid
1617,Airtel 199,399,84,1,200,TRUE,Prepaid
1618,Airtel 299,599,28,1.5,100,TRUE,Postpaid
1619,Airtel 299,199,28,1.5,100,FALSE,Postpaid
1620,Airtel 199,399,84,1.5,100,FALSE,Prepaid
1621,Airtel 199,199,56,2,200,TRUE,Postpaid
1622,Airtel 299,599,84,2,300,TRUE,Postpaid
1623,Airtel 299,299,84,1.5,100,FALSE,Prepaid
1624,Airtel 199,399,56,2,100,TRUE,Prepaid
1625,Airtel 399,399,28,2,300,FALSE,Postpaid
1626,Airtel 199,299,56,1.5,300,TRUE,Prepaid
1627,Airtel 499,599,84,2,100,FALSE,Prepaid
1628,Airtel 499,299,84,1.5,200,TRUE,Postpaid
1629,Airtel 399,299,56,2,200,TRUE,Prepaid
1630,Airtel 299,499,28,3,300,FALSE,Postpaid
1631,Airtel 299,199,56,1,300,FALSE,Postpaid
1632,Airtel 499,399,84,3,300,TRUE,Postpaid
1633,Airtel 199,399,56,2,300,FALSE,Prepaid
1634,Airtel 199,199,28,2,300,FALSE,Postpaid
1635,Airtel 399,299,84,1.5,300,FALSE,Postpaid
1636,Airtel 499,299,84,2,300,FALSE,Prepaid
1637,Airtel 199,599,84,1,200,TRUE,Postpaid
1638,Airtel 499,399,28,3,300,FALSE,Postpaid
1639,Airtel 399,399,28,2,300,FALSE,Postpaid
1640,Airtel 199,499,84,1,300,FALSE,Prepaid
1641,Airtel 299,399,84,1,300,TRUE,Postpaid
1642,Airtel 499,599,28,1,100,TRUE,Postpaid
1643,Airtel 299,199,56,2,200,FALSE,Prepaid
1644,Airtel 299,399,28,1.5,200,FALSE,Postpaid
1645,Airtel 199,599,28,1,200,FALSE,Prepaid
1646,Airtel 299,399,56,1.5,200,TRUE,Prepaid
1647,Airtel 199,299,56,3,200,FALSE,Postpaid
1648,Airtel 499,199,28,3,100,FALSE,Prepaid
1649,Airtel 499,199,84,2,200,TRUE,Postpaid
1650,Airtel 499,199,84,1.5,100,TRUE,Prepaid
1651,Airtel 299,499,56,2,100,TRUE,Postpaid
1652,Airtel 399,199,56,3,300,TRUE,Prepaid
1653,Airtel 199,599,56,1.5,200,TRUE,Prepaid
1654,Airtel 299,199,56,1,100,FALSE,Postpaid
1655,Airtel 499,399,56,2,100,FALSE,Prepaid
1656,Airtel 299,399,84,1,200,FALSE,Postpaid
1657,Airtel 299,299,84,1.5,300,TRUE,Postpaid
1658,Airtel 399,499,84,3,100,TRUE,Prepaid
1659,Airtel 499,499,84,3,200,FALSE,Prepaid
1660,Airtel 199,599,84,3,300,FALSE,Prepaid
1661,Airtel 299,399,56,1.5,100,TRUE,Postpaid
1662,Airtel 199,399,84,1,300,FALSE,Prepaid
1663,Airtel 399,499,28,3,300,TRUE,Prepaid
1664,Airtel 199,499,56,3,300,FALSE,Prepaid
1665,Airtel 399,599,56,3,300,TRUE,Postpaid
1666,Airtel 299,599,56,3,200,TRUE,Postpaid
1667,Airtel 399,399,28,1,300,TRUE,Prepaid
1668,Airtel 499,199,84,2,300,TRUE,Prepaid
1669,Airtel 199,399,28,2,300,TRUE,Prepaid
1670,Airtel 299,599,84,3,300,FALSE,Prepaid
1671,Airtel 499,299,84,1.5,100,FALSE,Prepaid
1672,Airtel 499,399,84,2,300,TRUE,Postpaid
1673,Airtel 499,299,28,2,300,FALSE,Prepaid
1674,Airtel 199,299,84,3,200,TRUE,Prepaid
1675,Airtel 399,599,56,1.5,200,TRUE,Prepaid
1676,Airtel 199,599,84,2,200,FALSE,Postpaid
1677,Airtel 199,199,56,1,100,FALSE,Postpaid
1678,Airtel 399,499,84,1.5,300,TRUE,Prepaid
1679,Airtel 299,599,56,3,300,TRUE,Postpaid
1680,Airtel 399,299,84,1,300,FALSE,Prepaid
1681,Airtel 399,399,56,2,300,TRUE,Prepaid
1682,Airtel 399,299,84,2,200,FALSE,Postpaid
1683,Airtel 399,599,28,1.5,100,FALSE,Prepaid
1684,Airtel 199,499,28,1,200,FALSE,Postpaid
1685,Airtel 499,399,84,1.5,200,TRUE,Prepaid
1686,Airtel 499,499,84,2,100,TRUE,Postpaid
1687,Airtel 399,199,28,1,100,TRUE,Postpaid
1688,Airtel 399,199,56,3,300,TRUE,Postpaid
1689,Airtel 399,599,56,2,200,TRUE,Prepaid
1690,Airtel 499,199,84,1.5,300,FALSE,Prepaid
1691,Airtel 499,399,56,1.5,100,TRUE,Prepaid
1692,Airtel 499,399,84,3,300,FALSE,Postpaid
1693,Airtel 399,499,84,1,100,TRUE,Prepaid
1694,Airtel 199,599,56,1,200,TRUE,Prepaid
1695,Airtel 499,399,28,2,200,TRUE,Prepaid
1696,Airtel 499,299,84,2,200,TRUE,Postpaid
1697,Airtel 199,399,84,3,300,TRUE,Prepaid
1698,Airtel 199,399,28,1,200,FALSE,Postpaid
1699,Airtel 199,499,84,3,300,TRUE,Prepaid
1700,Airtel 299,399,56,1,100,TRUE,Postpaid
1701,Airtel 399,199,84,1,200,FALSE,Prepaid
1702,Airtel 199,399,28,2,100,FALSE,Postpaid
1703,Airtel 399,499,28,2,200,FALSE,Postpaid
1704,Airtel 399,599,56,3,100,FALSE,Prepaid
1705,Airtel 299,199,84,2,200,TRUE,Prepaid
1706,Airtel 499,299,84,2,200,FALSE,Prepaid
1707,Airtel 199,499,56,3,200,TRUE,Postpaid
1708,Airtel 299,299,28,3,300,FALSE,Postpaid
1709,Airtel 399,499,28,2,300,TRUE,Postpaid
1710,Airtel 399,299,84,1,300,FALSE,Prepaid
1711,Airtel 199,399,84,1.5,100,TRUE,Postpaid
1712,Airtel 199,199,56,3,300,FALSE,Postpaid
1713,Airtel 499,399,28,1.5,100,FALSE,Prepaid
1714,Airtel 499,599,56,3,200,TRUE,Postpaid
1715,Airtel 499,199,84,3,300,FALSE,Prepaid
1716,Airtel 399,599,28,1.5,100,TRUE,Prepaid
1717,Airtel 199,499,84,1,100,TRUE,Prepaid
1718,Airtel 399,399,84,1.5,200,FALSE,Postpaid
1719,Airtel 499,199,56,3,200,FALSE,Postpaid
1720,Airtel 399,499,56,1.5,200,TRUE,Postpaid
1721,Airtel 199,599,56,3,100,FALSE,Prepaid
1722,Airtel 299,599,84,1.5,200,TRUE,Prepaid
1723,Airtel 199,299,84,1,100,TRUE,Postpaid
1724,Airtel 299,199,56,3,200,FALSE,Postpaid
1725,Airtel 399,399,28,2,300,TRUE,Postpaid
1726,Airtel 499,199,84,2,300,TRUE,Postpaid
1727,Airtel 299,199,28,2,100,FALSE,Postpaid
1728,Airtel 199,599,84,3,200,TRUE,Postpaid
1729,Airtel 399,599,84,1.5,200,FALSE,Postpaid
1730,Airtel 499,599,28,3,200,TRUE,Prepaid
1731,Airtel 299,399,84,1,100,FALSE,Prepaid
1732,Airtel 399,199,84,1,300,FALSE,Prepaid
1733,Airtel 499,199,56,2,300,TRUE,Postpaid
1734,Airtel 399,599,84,1,200,TRUE,Postpaid
1735,Airtel 299,599,28,2,100,TRUE,Postpaid
1736,Airtel 199,299,28,1,300,TRUE,Postpaid
1737,Airtel 399,199,84,3,200,FALSE,Postpaid
1738,Airtel 299,499,84,1.5,300,TRUE,Prepaid
1739,Airtel 299,399,28,2,100,FALSE,Prepaid
1740,Airtel 499,499,84,1.5,200,FALSE,Postpaid
1741,Airtel 299,499,56,1,200,TRUE,Postpaid
1742,Airtel 199,299,28,3,100,FALSE,Postpaid
1743,Airtel 299,399,56,1.5,300,TRUE,Prepaid
1744,Airtel 299,199,56,1.5,200,TRUE,Postpaid
1745,Airtel 499,499,56,1,200,FALSE,Prepaid
1746,Airtel 499,199,56,2,100,FALSE,Postpaid
1747,Airtel 499,499,56,1.5,300,FALSE,Postpaid
1748,Airtel 299,399,84,2,100,FALSE,Postpaid
1749,Airtel 399,499,56,3,300,FALSE,Postpaid
1750,Airtel 199,499,56,3,100,FALSE,Postpaid
1751,Airtel 399,199,84,3,300,FALSE,Postpaid
1752,Airtel 199,499,84,3,300,TRUE,Prepaid
1753,Airtel 499,599,56,1.5,200,FALSE,Prepaid
1754,Airtel 499,499,84,3,100,FALSE,Prepaid
1755,Airtel 199,399,84,2,200,TRUE,Prepaid
1756,Airtel 499,399,84,1.5,200,TRUE,Postpaid
1757,Airtel 299,299,84,1,100,TRUE,Prepaid
1758,Airtel 499,599,56,1.5,300,TRUE,Prepaid
1759,Airtel 199,499,28,2,200,FALSE,Prepaid
1760,Airtel 299,299,56,2,100,FALSE,Postpaid
1761,Airtel 299,499,28,1,300,TRUE,Postpaid
1762,Airtel 199,599,56,1.5,200,TRUE,Postpaid
1763,Airtel 499,199,56,3,100,FALSE,Prepaid
1764,Airtel 499,299,56,1,100,FALSE,Prepaid
1765,Airtel 299,199,84,3,200,TRUE,Postpaid
1766,Airtel 499,499,56,1.5,100,TRUE,Postpaid
1767,Airtel 299,499,84,3,200,TRUE,Prepaid
1768,Airtel 499,499,56,1,100,TRUE,Prepaid
1769,Airtel 199,499,56,1,100,TRUE,Prepaid
1770,Airtel 399,299,56,1.5,100,FALSE,Prepaid
1771,Airtel 299,399,56,1,200,TRUE,Postpaid
1772,Airtel 199,199,84,2,200,TRUE,Prepaid
1773,Airtel 499,199,28,1,100,FALSE,Prepaid
1774,Airtel 399,299,56,3,200,FALSE,Prepaid
1775,Airtel 299,299,56,1.5,300,FALSE,Prepaid
1776,Airtel 299,199,28,1.5,300,TRUE,Prepaid
1777,Airtel 299,599,28,1.5,100,FALSE,Postpaid
1778,Airtel 399,499,56,3,200,FALSE,Postpaid
1779,Airtel 299,599,56,2,300,FALSE,Prepaid
1780,Airtel 299,299,28,1.5,300,TRUE,Prepaid
1781,Airtel 499,299,84,1,100,FALSE,Postpaid
1782,Airtel 199,199,28,1.5,200,TRUE,Postpaid
1783,Airtel 499,399,84,1,100,FALSE,Prepaid
1784,Airtel 299,399,28,2,100,FALSE,Postpaid
1785,Airtel 399,299,84,1,200,TRUE,Postpaid
1786,Airtel 299,599,28,3,300,TRUE,Prepaid
1787,Airtel 199,499,84,3,200,TRUE,Postpaid
1788,Airtel 199,299,56,1.5,200,TRUE,Postpaid
1789,Airtel 299,499,28,1.5,300,FALSE,Prepaid
1790,Airtel 499,499,28,2,200,TRUE,Postpaid
1791,Airtel 299,199,56,3,200,FALSE,Postpaid
1792,Airtel 299,299,28,3,300,FALSE,Postpaid
1793,Airtel 499,399,28,1.5,200,TRUE,Postpaid
1794,Airtel 299,399,28,1.5,100,TRUE,Prepaid
1795,Airtel 399,499,84,1.5,300,TRUE,Prepaid
1796,Airtel 199,199,28,1,100,TRUE,Prepaid
1797,Airtel 199,499,56,3,100,TRUE,Prepaid
1798,Airtel 499,499,28,2,200,TRUE,Prepaid
1799,Airtel 299,399,84,1.5,200,FALSE,Postpaid
1800,Airtel 199,299,56,2,300,FALSE,Prepaid
1801,Airtel 499,399,56,3,200,TRUE,Prepaid
1802,Airtel 399,599,28,3,100,TRUE,Prepaid
1803,Airtel 399,199,84,2,200,TRUE,Postpaid
1804,Airtel 199,399,84,1,200,FALSE,Prepaid
1805,Airtel 299,599,56,2,300,TRUE,Postpaid
1806,Airtel 199,199,28,3,200,TRUE,Postpaid
1807,Airtel 299,499,28,1.5,100,TRUE,Prepaid
1808,Airtel 299,199,28,2,200,TRUE,Postpaid
1809,Airtel 399,599,28,2,100,TRUE,Postpaid
1810,Airtel 399,199,28,3,200,FALSE,Postpaid
1811,Airtel 199,499,84,1.5,200,FALSE,Postpaid
1812,Airtel 399,499,28,1.5,100,FALSE,Postpaid
1813,Airtel 299,199,56,2,100,TRUE,Prepaid
1814,Airtel 499,299,56,3,300,TRUE,Postpaid
1815,Airtel 499,499,28,1,100,TRUE,Prepaid
1816,Airtel 199,199,84,2,200,TRUE,Prepaid
1817,Airtel 399,299,56,1,200,TRUE,Postpaid
1818,Airtel 299,199,84,3,300,TRUE,Postpaid
1819,Airtel 199,199,56,3,300,FALSE,Postpaid
1820,Airtel 299,399,28,3,300,FALSE,Postpaid
1821,Airtel 399,499,28,2,200,TRUE,Postpaid
1822,Airtel 499,199,56,1.5,200,FALSE,Postpaid
1823,Airtel 499,499,56,1.5,100,FALSE,Postpaid
1824,Airtel 199,299,56,2,200,TRUE,Prepaid
1825,Airtel 299,399,56,3,200,TRUE,Postpaid
1826,Airtel 499,199,56,3,200,FALSE,Prepaid
1827,Airtel 399,399,84,2,200,TRUE,Postpaid
1828,Airtel 199,299,56,1,100,TRUE,Postpaid
1829,Airtel 199,299,56,1,100,FALSE,Prepaid
1830,Airtel 299,399,84,3,200,FALSE,Postpaid
1831,Airtel 299,499,28,2,100,TRUE,Prepaid
1832,Airtel 199,399,28,3,200,FALSE,Postpaid
1833,Airtel 299,499,56,3,300,TRUE,Prepaid
1834,Airtel 299,499,84,1,200,TRUE,Postpaid
1835,Airtel 199,199,56,3,100,FALSE,Postpaid
1836,Airtel 399,599,56,1,200,FALSE,Postpaid
1837,Airtel 399,499,28,1.5,100,TRUE,Prepaid
1838,Airtel 199,499,84,2,300,TRUE,Postpaid
1839,Airtel 299,499,56,1,200,FALSE,Prepaid
1840,Airtel 299,599,56,1,200,FALSE,Prepaid
1841,Airtel 399,599,56,3,200,TRUE,Prepaid
1842,Airtel 399,399,56,1.5,300,FALSE,Prepaid
1843,Airtel 299,499,28,3,100,TRUE,Prepaid
1844,Airtel 299,599,56,2,100,FALSE,Postpaid
1845,Airtel 499,199,84,3,300,TRUE,Postpaid
1846,Airtel 499,199,28,1,300,FALSE,Postpaid
1847,Airtel 499,599,28,1,100,FALSE,Prepaid
1848,Airtel 199,399,28,3,100,FALSE,Postpaid
1849,Airtel 399,599,84,2,100,FALSE,Prepaid
1850,Airtel 199,199,28,2,100,TRUE,Prepaid
1851,Airtel 299,399,56,3,100,FALSE,Postpaid
1852,Airtel 499,499,56,3,300,FALSE,Postpaid
1853,Airtel 399,599,56,1.5,100,FALSE,Postpaid
1854,Airtel 399,399,28,2,200,FALSE,Prepaid
1855,Airtel 399,599,84,1.5,100,FALSE,Prepaid
1856,Airtel 199,599,56,1.5,200,FALSE,Prepaid
1857,Airtel 199,499,84,1.5,200,TRUE,Postpaid
1858,Airtel 499,199,28,1.5,200,FALSE,Prepaid
1859,Airtel 299,599,28,3,200,TRUE,Postpaid
1860,Airtel 399,299,56,1.5,300,FALSE,Postpaid
1861,Airtel 299,199,56,1.5,300,FALSE,Prepaid
1862,Airtel 399,499,28,3,100,TRUE,Prepaid
1863,Airtel 299,499,56,2,300,TRUE,Postpaid
1864,Airtel 299,599,56,2,100,FALSE,Prepaid
1865,Airtel 399,199,28,2,300,TRUE,Postpaid
1866,Airtel 199,399,84,3,200,TRUE,Prepaid
1867,Airtel 299,599,84,1.5,100,TRUE,Postpaid
1868,Airtel 299,599,84,2,100,TRUE,Postpaid
1869,Airtel 299,499,56,3,100,TRUE,Prepaid
1870,Airtel 299,599,84,3,100,FALSE,Prepaid
1871,Airtel 399,299,56,1.5,100,FALSE,Postpaid
1872,Airtel 199,299,84,1,200,FALSE,Postpaid
1873,Airtel 499,499,28,2,300,FALSE,Prepaid
1874,Airtel 299,599,84,1,300,FALSE,Postpaid
1875,Airtel 399,199,28,1,300,TRUE,Prepaid
1876,Airtel 299,299,84,1,100,FALSE,Prepaid
1877,Airtel 299,199,28,3,200,FALSE,Postpaid
1878,Airtel 299,199,28,1,100,TRUE,Prepaid
1879,Airtel 199,499,28,1.5,100,FALSE,Postpaid
1880,Airtel 199,299,84,1.5,100,FALSE,Prepaid
1881,Airtel 299,499,84,1.5,100,TRUE,Postpaid
1882,Airtel 399,199,84,1.5,100,TRUE,Postpaid
1883,Airtel 399,599,28,1.5,300,TRUE,Postpaid
1884,Airtel 299,399,84,1,300,FALSE,Postpaid
1885,Airtel 199,299,28,1.5,200,TRUE,Prepaid
1886,Airtel 299,199,84,1,300,FALSE,Postpaid
1887,Airtel 299,199,28,3,100,TRUE,Prepaid
1888,Airtel 399,599,84,1.5,200,FALSE,Postpaid
1889,Airtel 499,599,56,1,300,TRUE,Postpaid
1890,Airtel 299,499,56,2,100,TRUE,Prepaid
1891,Airtel 399,299,84,2,300,TRUE,Postpaid
1892,Airtel 299,599,56,2,300,FALSE,Postpaid
1893,Airtel 199,599,28,2,100,FALSE,Postpaid
1894,Airtel 499,499,56,3,200,FALSE,Prepaid
1895,Airtel 499,499,56,2,100,FALSE,Prepaid
1896,Airtel 199,499,84,1,300,FALSE,Postpaid
1897,Airtel 399,499,28,3,100,FALSE,Prepaid
1898,Airtel 299,199,28,3,200,FALSE,Postpaid
1899,Airtel 499,199,84,3,200,FALSE,Prepaid
1900,Airtel 499,199,56,1,100,TRUE,Postpaid
1901,Airtel 199,199,84,1,200,FALSE,Prepaid
1902,Airtel 499,499,56,1.5,300,FALSE,Prepaid
1903,Airtel 199,499,56,1.5,200,TRUE,Postpaid
1904,Airtel 299,599,56,2,300,FALSE,Postpaid
1905,Airtel 199,299,84,1.5,200,FALSE,Postpaid
1906,Airtel 499,499,56,1,200,FALSE,Postpaid
1907,Airtel 399,499,84,1.5,300,TRUE,Prepaid
1908,Airtel 199,199,56,1.5,100,FALSE,Postpaid
1909,Airtel 399,599,28,1,300,FALSE,Prepaid
1910,Airtel 499,399,28,3,300,TRUE,Postpaid
1911,Airtel 499,499,28,1,100,TRUE,Postpaid
1912,Airtel 199,199,84,1.5,200,FALSE,Postpaid
1913,Airtel 399,599,28,3,100,TRUE,Postpaid
1914,Airtel 499,499,28,2,100,FALSE,Postpaid
1915,Airtel 399,199,56,1.5,200,FALSE,Postpaid
1916,Airtel 399,599,84,3,300,FALSE,Prepaid
1917,Airtel 399,399,84,1,100,TRUE,Postpaid
1918,Airtel 499,399,56,1,300,TRUE,Prepaid
1919,Airtel 299,399,56,1,300,FALSE,Prepaid
1920,Airtel 299,299,28,1.5,200,TRUE,Postpaid
1921,Airtel 199,599,56,3,200,TRUE,Postpaid
1922,Airtel 399,199,56,3,100,FALSE,Prepaid
1923,Airtel 199,299,28,1.5,100,TRUE,Prepaid
1924,Airtel 299,199,84,1.5,100,FALSE,Prepaid
1925,Airtel 299,199,84,3,300,FALSE,Postpaid
1926,Airtel 499,599,28,1.5,100,TRUE,Postpaid
1927,Airtel 199,299,28,1,100,FALSE,Postpaid
1928,Airtel 499,599,56,3,200,TRUE,Postpaid
1929,Airtel 499,499,84,2,300,TRUE,Postpaid
1930,Airtel 199,199,84,1.5,100,FALSE,Prepaid
1931,Airtel 199,599,28,2,200,FALSE,Postpaid
1932,Airtel 499,199,84,1.5,200,TRUE,Prepaid
1933,Airtel 499,199,84,3,100,TRUE,Postpaid
1934,Airtel 399,199,84,3,100,FALSE,Postpaid
1935,Airtel 399,299,84,2,200,TRUE,Prepaid
1936,Airtel 299,399,28,1.5,100,TRUE,Prepaid
1937,Airtel 199,499,56,1,300,TRUE,Prepaid
1938,Airtel 199,199,28,3,300,FALSE,Postpaid
1939,Airtel 399,599,56,3,300,FALSE,Postpaid
1940,Airtel 399,399,56,1.5,100,TRUE,Postpaid
1941,Airtel 399,299,28,1,300,TRUE,Postpaid
1942,Airtel 399,599,56,3,200,FALSE,Prepaid
1943,Airtel 499,599,56,1,200,TRUE,Postpaid
1944,Airtel 499,299,28,1.5,200,TRUE,Postpaid
1945,Airtel 199,399,56,1.5,200,FALSE,Prepaid
1946,Airtel 499,499,84,1,200,TRUE,Prepaid
1947,Airtel 299,199,84,1.5,100,FALSE,Postpaid
1948,Airtel 399,499,84,1,200,TRUE,Postpaid
1949,Airtel 199,499,84,2,300,TRUE,Postpaid
1950,Airtel 299,399,28,2,200,FALSE,Postpaid
1951,Airtel 299,599,56,1,200,TRUE,Prepaid
1952,Airtel 499,499,56,1.5,300,TRUE,Postpaid
1953,Airtel 399,499,84,1.5,300,FALSE,Postpaid
1954,Airtel 499,599,56,2,300,TRUE,Postpaid
1955,Airtel 199,599,28,3,100,FALSE,Postpaid
1956,Airtel 199,399,28,3,300,FALSE,Postpaid
1957,Airtel 199,299,56,1,100,FALSE,Prepaid
1958,Airtel 399,399,84,1,100,TRUE,Postpaid
1959,Airtel 199,299,56,1.5,100,FALSE,Prepaid
1960,Airtel 199,299,56,1.5,300,FALSE,Prepaid
1961,Airtel 299,499,56,2,200,TRUE,Postpaid
1962,Airtel 499,299,56,1.5,200,FALSE,Postpaid
1963,Airtel 399,399,56,1,200,FALSE,Postpaid
1964,Airtel 299,399,28,1.5,100,TRUE,Prepaid
1965,Airtel 399,299,28,1,200,TRUE,Postpaid
1966,Airtel 499,599,28,1.5,300,TRUE,Postpaid
1967,Airtel 199,399,84,1,100,TRUE,Prepaid
1968,Airtel 299,499,56,1.5,300,FALSE,Postpaid
1969,Airtel 299,299,84,1,100,TRUE,Prepaid
1970,Airtel 499,599,84,3,100,TRUE,Prepaid
1971,Airtel 299,399,28,1,200,TRUE,Postpaid
1972,Airtel 199,299,56,1,200,FALSE,Prepaid
1973,Airtel 199,199,56,1,300,FALSE,Prepaid
1974,Airtel 399,599,28,1.5,200,TRUE,Postpaid
1975,Airtel 499,299,28,2,100,TRUE,Postpaid
1976,Airtel 199,299,56,1,200,FALSE,Prepaid
1977,Airtel 299,499,28,3,200,FALSE,Postpaid
1978,Airtel 199,299,84,3,300,FALSE,Postpaid
1979,Airtel 199,599,56,1,100,FALSE,Postpaid
1980,Airtel 499,199,56,1.5,100,FALSE,Prepaid
1981,Airtel 299,499,84,3,300,TRUE,Prepaid
1982,Airtel 399,299,28,1.5,300,TRUE,Postpaid
1983,Airtel 199,599,84,2,300,TRUE,Prepaid
1984,Airtel 499,399,84,3,200,TRUE,Prepaid
1985,Airtel 399,599,28,1.5,300,FALSE,Postpaid
1986,Airtel 499,399,28,1,100,TRUE,Prepaid
1987,Airtel 499,499,56,1.5,300,TRUE,Postpaid
1988,Airtel 499,299,56,3,300,FALSE,Postpaid
1989,Airtel 399,399,28,3,200,FALSE,Prepaid
1990,Airtel 199,599,28,2,300,TRUE,Prepaid
1991,Airtel 299,199,84,2,200,TRUE,Prepaid
1992,Airtel 199,499,56,2,300,TRUE,Postpaid
1993,Airtel 399,399,28,2,100,FALSE,Prepaid
1994,Airtel 199,199,84,1.5,100,FALSE,Postpaid
1995,Airtel 299,399,56,1.5,100,FALSE,Prepaid
1996,Airtel 499,499,28,2,100,TRUE,Postpaid
1997,Airtel 499,199,56,2,200,TRUE,Postpaid
1998,Airtel 399,199,56,1.5,100,TRUE,Prepaid
1999,Airtel 299,399,84,1,200,FALSE,Prepaid
2000,Airtel 399,499,56,3,100,TRUE,Postpaid
2001,Airtel 499,499,28,1,300,FALSE,Prepaid
2002,Airtel 399,299,84,3,200,FALSE,Postpaid
2003,Airtel 499,299,28,3,300,TRUE,Prepaid
2004,Airtel 499,499,56,3,300,FALSE,Prepaid
2005,Airtel 199,299,84,3,300,TRUE,Postpaid
2006,Airtel 299,199,28,2,100,TRUE,Prepaid
2007,Airtel 399,499,56,2,300,FALSE,Postpaid
2008,Airtel 499,399,84,1,300,TRUE,Postpaid
2009,Airtel 499,499,28,3,100,FALSE,Postpaid
2010,Airtel 199,199,56,3,300,FALSE,Postpaid
2011,Airtel 199,599,84,3,300,FALSE,Prepaid
2012,Airtel 299,399,28,2,100,FALSE,Prepaid
2013,Airtel 399,399,84,1.5,200,TRUE,Postpaid
2014,Airtel 399,399,28,1,300,FALSE,Postpaid
2015,Airtel 499,199,56,2,300,FALSE,Prepaid
2016,Airtel 499,399,84,3,300,TRUE,Prepaid
2017,Airtel 199,399,84,1,100,FALSE,Postpaid
2018,Airtel 199,499,56,2,100,FALSE,Prepaid
2019,Airtel 199,499,84,1.5,100,TRUE,Postpaid
2020,Airtel 399,499,84,2,300,TRUE,Postpaid
2021,Airtel 199,399,84,1.5,200,FALSE,Postpaid
2022,Airtel 299,599,56,2,300,FALSE,Prepaid
2023,Airtel 399,299,28,3,200,TRUE,Postpaid
2024,Airtel 199,199,84,2,100,TRUE,Prepaid
2025,Airtel 399,299,28,2,200,FALSE,Postpaid
2026,Airtel 199,499,84,2,200,FALSE,Postpaid
2027,Airtel 299,599,28,3,300,TRUE,Postpaid
2028,Airtel 199,399,56,1,200,TRUE,Prepaid
2029,Airtel 399,499,56,3,100,FALSE,Prepaid
2030,Airtel 299,399,84,2,300,TRUE,Prepaid
2031,Airtel 499,599,56,1,200,FALSE,Prepaid
2032,Airtel 299,199,28,1,300,FALSE,Prepaid
2033,Airtel 399,199,28,3,200,TRUE,Prepaid
2034,Airtel 399,599,28,2,200,TRUE,Prepaid
2035,Airtel 399,299,84,1.5,200,FALSE,Postpaid
2036,Airtel 499,399,56,2,100,FALSE,Prepaid
2037,Airtel 299,399,84,3,300,TRUE,Prepaid
